FILE,SCHEME,ST,aroC,dnaN,hemD,hisD,purE,sucA,thrA
SRR13258379,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13258749,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13258939,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13259238,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13260131,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13260348,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13260915,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13260922,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13261081,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13268741,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13268743,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13268904,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13271346,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13271357,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13271358,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13272412,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13272413,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13272436,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13272451,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13272452,senterica_achtman_2,4431,10,19,12,981,5,9,2
SRR13272646,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13273996,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13274313,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13274497,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13274558,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277406,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277594,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277606,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277655,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277800,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13277850,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13281464,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13281470,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13282182,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13282464,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13282509,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13282643,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284637,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284708,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284737,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284749,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284757,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13284910,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13286868,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13286891,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13286927,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13286968,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13286972,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287040,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287077,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287091,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287093,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287096,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287113,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287224,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13287232,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13289547,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13289554,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13289562,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13289567,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13290190,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13292753,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13292775,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13292779,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13295328,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13296978,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13297027,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13297809,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13297971,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13298058,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13299442,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13301771,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13302133,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13302955,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13302957,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13305467,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13305539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13306500,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13310635,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13312045,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13313058,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13313070,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13313685,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13314546,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13316503,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13316579,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13316890,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13320489,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13320606,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13320931,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13332098,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13332101,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13332532,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13332539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13333431,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13333441,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13334814,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13336702,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13337730,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13340782,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13347867,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13349284,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13349285,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13349346,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350013,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350016,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350017,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350022,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350041,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350245,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13350386,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13358764,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13358767,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13362239,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13362245,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13363675,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13366649,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13367255,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13367306,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13375870,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13377300,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13377899,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13380391,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13387147,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13388857,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13388863,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13388867,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13389020,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13389358,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13389660,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13394377,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13394384,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13394387,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13394389,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13402301,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13402408,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13403311,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13403390,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13403785,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13403787,senterica_achtman_2,4431,10,19,12,981,5,9,2
SRR13403800,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13403901,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13405895,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13405901,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13415106,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13415124,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13415134,senterica_achtman_2,4917,10,19,12,1057,5,9,2
SRR13415140,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13417751,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13417772,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13417773,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13425877,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13425883,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13426226,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13426377,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13426378,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13427768,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13430769,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13435608,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13438473,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13438474,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13438642,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13438963,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13439116,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13439122,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13439134,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13439138,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13439230,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13443257,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13443268,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13444211,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13444726,senterica_achtman_2,3224,10,19,12,9,5,603,2
SRR13446155,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13446364,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13446979,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13446989,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13447377,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13455248,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13455267,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13482802,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13482827,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483116,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483548,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483557,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483590,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13483613,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13484439,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13485357,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13485887,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13485978,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13485983,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13486019,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13489489,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13490878,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13491550,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13496775,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13497690,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13498311,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13498975,senterica_achtman_2,-,10,19,12,495,9,5,9
SRR13498996,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13508650,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13508695,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13509328,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13510249,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13510809,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13510825,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13510870,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13512003,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13520687,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13520691,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13520693,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13521831,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13523805,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527912,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527924,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527925,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527965,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527971,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527976,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13527988,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13528003,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13530627,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13532034,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13532040,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13532046,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13532077,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13532108,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13557886,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13557887,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13558749,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13563352,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13564735,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13564831,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13565421,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13570805,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13571071,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13571072,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13571079,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13571381,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13571731,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13571732,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13575668,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13577803,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13579271,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13579274,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13593645,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13602814,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13605039,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13605918,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13609976,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13610625,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13614718,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13617946,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13619745,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13623382,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13624033,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13624060,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13641966,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13642050,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13642059,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13643012,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13643171,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13643303,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13643345,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13643346,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13643450,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13644109,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13644114,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13644399,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13645907,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13649956,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13650054,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13651417,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13651418,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13651715,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13651716,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13652013,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13660522,senterica_achtman_2,-,10,19,~12,9,5,9,2
SRR13660527,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13664939,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13666667,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13666930,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13668378,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13672965,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13672980,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13676847,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13676852,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13680587,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13681361,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13681367,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13681647,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13685948,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13690588,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13692160,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13694651,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13694671,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13694676,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13694723,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13695317,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13695334,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13695335,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13695338,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13695346,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13697423,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13697427,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13698617,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13698631,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13698636,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13698644,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13699935,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13700042,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13700274,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13700512,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13705527,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13705735,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706038,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706041,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706046,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706148,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706149,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706174,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706222,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13706233,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13708304,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13708306,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13708462,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13708464,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13721432,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13725518,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13725519,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13733885,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13734539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13738034,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13740495,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13740548,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13740557,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13743552,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13744219,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13744255,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13748977,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13748979,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13753099,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13762543,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13764461,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13769634,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13769866,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13769945,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13771014,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13771179,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13772111,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13776080,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13777668,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13779780,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13783225,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13783970,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13783973,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13784225,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13785635,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13785647,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13785939,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13785958,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13790719,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13790786,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13790787,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13790790,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13790795,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13791046,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13791050,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13791289,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13794571,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13796382,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13796440,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13811171,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13811180,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13811208,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13811211,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13811287,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13815365,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13815367,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13817314,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13820491,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13826893,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13827086,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13833662,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13833686,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13847398,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13848316,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13849699,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13849854,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13849864,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13856208,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13856233,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13856901,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13858279,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13858929,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13859141,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13859345,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13860803,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13863851,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866118,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866553,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866556,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866577,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866646,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866864,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13866866,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866868,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13866870,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13867542,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13889033,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13890544,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13890721,senterica_achtman_2,2379,10,19,363,9,5,9,2
SRR13898925,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13912225,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13913063,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13913065,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13913540,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13922884,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13923139,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13923201,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR13923216,senterica_achtman_2,34,10,19,12,9,5,9,2
