#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
SRR13337730,NODE_61_length_6945_cov_773.776197,4102,4214,+,Col440I_1,2-114/114,===============,0/0,99.12,92.92,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13337730,NODE_76_length_3885_cov_677.414621,2521,2630,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13340782,NODE_42_length_6133_cov_525.620270,5227,5380,+,Col156_1,1-154/154,===============,0/0,100.00,97.40,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13347867,NODE_92_length_3907_cov_1756.210183,554,663,+,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13347867,NODE_95_length_3157_cov_1350.233117,537,667,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13349284,NODE_20_length_91505_cov_51.738636,86108,86249,+,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
SRR13349346,NODE_48_length_2776_cov_3027.569841,1734,1847,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13350013,NODE_59_length_3148_cov_1266.773038,1413,1526,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13350016,NODE_36_length_45811_cov_78.321905,19927,20303,-,IncX1_4,1-377/377,===============,0/0,100.00,99.20,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13350017,NODE_17_length_90937_cov_50.766839,65781,66545,+,IncY_1,1-765/765,===============,0/0,100.00,98.69,plasmidfinder,K02380,IncY_1__K02380,
SRR13350022,NODE_51_length_3148_cov_481.194074,2654,2767,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13350041,NODE_18_length_90998_cov_39.202154,65842,66606,+,IncY_1,1-765/765,===============,0/0,100.00,98.69,plasmidfinder,K02380,IncY_1__K02380,
SRR13350041,NODE_24_length_67039_cov_110.734461,48990,49251,-,IncFII(pRSB107)_1_pRSB107,1-261/261,========/======,1/1,100.00,96.18,plasmidfinder,AJ851089,IncFII(pRSB107)_1_pRSB107_AJ851089,
SRR13350245,NODE_25_length_74528_cov_35.598891,46560,46886,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR13350245,NODE_25_length_74528_cov_35.598891,47504,48098,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR13350245,NODE_25_length_74528_cov_35.598891,61751,62380,+,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR13350386,NODE_30_length_55475_cov_10.144460,14067,14831,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR13350386,NODE_80_length_5365_cov_84.502448,5261,5365,-,Col440I_1,7-110/114,========/======,1/1,91.23,84.76,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13350386,NODE_93_length_1514_cov_5.169979,981,1354,+,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
SRR13358764,NODE_35_length_40162_cov_30.392990,12192,12565,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
SRR13358764,NODE_35_length_40162_cov_30.392990,13212,13554,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
SRR13358764,NODE_3_length_326924_cov_40.228988,45150,45914,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR13358764,NODE_42_length_5387_cov_357.336158,2248,2367,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13358764,NODE_43_length_4763_cov_423.128041,2114,2227,-,Col440I_1,1-114/114,===============,0/0,100.00,87.72,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13358764,NODE_43_length_4763_cov_423.128041,3260,3521,+,Col(MG828)_1,1-262/262,===============,0/0,100.00,91.98,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR13358767,NODE_19_length_91981_cov_19.812620,25403,26167,-,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR13358767,NODE_33_length_40162_cov_26.715056,27917,28290,-,IncX1_1,1-374/374,===============,0/0,100.00,98.66,plasmidfinder,EU370913,IncX1_1__EU370913,
SRR13358767,NODE_33_length_40162_cov_26.715056,28937,29279,-,IncX3_1,37-374/374,.=======/======,4/5,90.37,80.17,plasmidfinder,JN247852,IncX3_1__JN247852,
SRR13358767,NODE_41_length_5387_cov_429.651224,3958,4077,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13362239,NODE_54_length_6724_cov_115.111261,2878,3008,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13362239,NODE_64_length_3885_cov_220.943081,2833,2942,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13362239,NODE_66_length_3406_cov_238.736497,2990,3166,+,Col(VCM04)_1,1-177/177,===============,0/0,100.00,90.96,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
SRR13362245,NODE_100_length_4823_cov_14.166877,2263,2944,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13362245,NODE_104_length_4336_cov_310.916412,1644,1774,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.02,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13362245,NODE_110_length_3148_cov_415.650602,1413,1526,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13362245,NODE_51_length_35774_cov_12.020534,4246,4742,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13362245,NODE_97_length_5540_cov_300.942156,475,628,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13362245,NODE_98_length_5474_cov_245.426348,2477,2607,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13363675,NODE_41_length_5362_cov_1471.933586,315,508,-,Col(Ye4449)_1,1-194/194,===============,0/0,100.00,81.96,plasmidfinder,FJ696405,Col(Ye4449)_1__FJ696405,
SRR13363675,NODE_45_length_3428_cov_3557.727544,2945,3121,-,Col(VCM04)_1,1-177/177,===============,0/0,100.00,90.96,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
SRR13363675,NODE_48_length_2776_cov_6398.264172,1167,1280,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13366649,NODE_16_length_93907_cov_22.071538,23670,24434,-,IncY_1,1-765/765,===============,0/0,100.00,98.69,plasmidfinder,K02380,IncY_1__K02380,
SRR13367255,NODE_53_length_4754_cov_254.995082,2621,2749,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,86.05,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13377300,NODE_43_length_6725_cov_354.318592,1088,1218,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13377300,NODE_47_length_4063_cov_678.496989,585,866,-,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13377300,NODE_47_length_4063_cov_678.496989,3868,3996,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13377300,NODE_50_length_2836_cov_1080.848133,107,220,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13380391,NODE_58_length_3406_cov_134.706356,2784,2960,+,Col(VCM04)_1,1-177/177,===============,0/0,100.00,90.96,plasmidfinder,HM231165,Col(VCM04)_1__HM231165,
SRR13388863,NODE_124_length_1159_cov_1.719203,665,777,+,Col440I_1,1-113/114,===============,0/0,99.12,88.50,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13388867,NODE_118_length_591_cov_0.919776,193,321,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,81.39,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13388867,NODE_135_length_335_cov_1.410714,26,308,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13389020,NODE_102_length_16095_cov_23.626420,2820,3449,+,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR13389020,NODE_146_length_4670_cov_293.387764,3078,3208,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13389020,NODE_76_length_27215_cov_28.541086,21032,21358,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR13389020,NODE_76_length_27215_cov_28.541086,21976,22570,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR13389358,NODE_45_length_6126_cov_272.016801,5231,5384,+,Col156_1,1-154/154,===============,0/0,100.00,98.05,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13389660,NODE_32_length_38343_cov_21.228192,2203,2579,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13402301,NODE_36_length_6360_cov_435.489098,2561,2691,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13402301,NODE_39_length_5966_cov_404.342673,1345,1475,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403311,NODE_55_length_4217_cov_2156.426478,14,124,+,ColRNAI_1,19-128/130,..======/======,4/5,83.08,84.07,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403311,NODE_55_length_4217_cov_2156.426478,3791,4073,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.10,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13403311,NODE_57_length_3556_cov_1348.566124,1664,1794,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.02,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403311,NODE_58_length_3546_cov_2469.148954,3402,3511,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13403390,NODE_88_length_4466_cov_55.121061,1,119,+,ColRNAI_1,13-130/130,.=======/======,1/1,90.77,89.92,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403390,NODE_92_length_2876_cov_63.765331,2736,2848,-,Col440I_1,2-114/114,===============,0/0,99.12,92.92,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13403785,NODE_42_length_6725_cov_745.724128,5942,6072,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403785,NODE_48_length_4063_cov_1217.080783,68,196,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13403785,NODE_48_length_4063_cov_1217.080783,3198,3479,+,Col440II_1,1-282/282,===============,0/0,100.00,97.52,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13403785,NODE_52_length_2838_cov_2041.075335,107,220,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13403787,NODE_47_length_3208_cov_1168.115618,610,723,-,Col440I_1,1-114/114,===============,0/0,100.00,87.72,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13403787,NODE_55_length_2190_cov_2316.039281,1234,1466,+,Col(BS512)_1,1-233/233,===============,0/0,100.00,100.00,plasmidfinder,NC_010656,Col(BS512)_1__NC_010656,
SRR13405895,NODE_34_length_58340_cov_31.886249,16898,17527,-,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR13405895,NODE_34_length_58340_cov_31.886249,31182,31776,+,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR13405895,NODE_34_length_58340_cov_31.886249,32395,32721,+,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR13405901,NODE_104_length_7736_cov_42.194376,3790,4177,+,IncFIA_1,1-388/388,===============,0/0,100.00,99.74,plasmidfinder,AP001918,IncFIA_1__AP001918,
SRR13405901,NODE_108_length_6350_cov_13.594379,5836,6212,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13405901,NODE_114_length_5753_cov_362.961214,1377,1507,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13405901,NODE_117_length_4712_cov_293.744256,3533,3663,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13405901,NODE_117_length_4712_cov_293.744256,4242,4524,-,Col440II_1,2-281/282,========/======,1/3,99.29,82.33,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13405901,NODE_139_length_1106_cov_151.185538,561,765,+,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR13405901,NODE_30_length_56833_cov_32.390750,18093,18353,+,IncFII_1,1-261/261,===============,0/0,100.00,100.00,plasmidfinder,AY458016,IncFII_1__AY458016,
SRR13405901,NODE_43_length_35174_cov_13.248270,21821,22585,+,IncY_1,1-765/765,===============,0/0,100.00,99.74,plasmidfinder,K02380,IncY_1__K02380,
SRR13415124,NODE_26_length_60302_cov_41.202225,56074,56570,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13415124,NODE_43_length_5797_cov_38.615909,2960,3641,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13415124,NODE_47_length_3734_cov_1546.525021,2684,2814,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13415134,NODE_24_length_59754_cov_32.996481,3628,4124,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13415134,NODE_34_length_22858_cov_27.472104,2289,2970,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13417751,NODE_33_length_40759_cov_47.624969,26832,27208,+,IncX1_4,1-377/377,===============,0/0,100.00,99.47,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13417751,NODE_44_length_4225_cov_970.267117,3049,3179,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13417751,NODE_46_length_2160_cov_1274.291407,1918,2048,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13417772,NODE_35_length_4252_cov_535.632096,1942,2070,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,84.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13426226,NODE_41_length_5540_cov_850.611935,691,844,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13426377,NODE_31_length_39559_cov_6.982118,4247,4743,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13426377,NODE_32_length_38358_cov_23.454481,8987,9668,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13426377,NODE_52_length_2776_cov_866.223046,1701,1814,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13426377,NODE_56_length_1548_cov_3.564922,982,1240,-,Col(MG828)_1,1-260/262,========/======,1/1,98.85,95.39,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR13426378,NODE_44_length_5540_cov_114.506132,3282,3435,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13426378,NODE_55_length_853_cov_1.788660,192,320,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,84.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13430769,NODE_33_length_38343_cov_22.285083,19629,20005,-,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13438474,NODE_33_length_48857_cov_27.201640,12006,12635,-,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR13438474,NODE_33_length_48857_cov_27.201640,26289,26883,+,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR13438474,NODE_33_length_48857_cov_27.201640,27501,27827,+,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR13438474,NODE_58_length_4710_cov_131.828621,4309,4439,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13438642,NODE_27_length_54840_cov_20.942826,4652,5148,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13438642,NODE_47_length_5540_cov_22.514552,2597,3278,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13439138,NODE_36_length_40501_cov_39.399817,31664,32324,+,IncL/M(pOXA-48)_1_pOXA-48,1-661/661,===============,0/0,100.00,100.00,plasmidfinder,JN626286,IncL/M(pOXA-48)_1_pOXA-48_JN626286,
SRR13444726,NODE_58_length_1485_cov_20219.055245,933,1046,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13446364,NODE_88_length_319_cov_0.888430,78,208,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13446979,NODE_44_length_5540_cov_114.506132,3282,3435,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
SRR13446979,NODE_55_length_853_cov_1.788660,192,320,-,ColRNAI_1,1-128/130,========/======,1/1,98.46,84.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13446989,NODE_31_length_39559_cov_6.982118,4247,4743,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13446989,NODE_32_length_38358_cov_23.454481,8987,9668,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13446989,NODE_52_length_2776_cov_866.223046,1701,1814,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13446989,NODE_56_length_1548_cov_3.564922,982,1240,-,Col(MG828)_1,1-260/262,========/======,1/1,98.85,95.39,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR13482802,NODE_73_length_2732_cov_3148.786064,457,587,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,84.73,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13482827,NODE_59_length_6624_cov_51.138689,3474,3890,+,IncA/C2_1,1-417/417,===============,0/0,100.00,100.00,plasmidfinder,JN157804,IncA/C2_1__JN157804,
SRR13482827,NODE_65_length_4070_cov_502.559730,3828,3958,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,85.50,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13482827,NODE_92_length_564_cov_652.213552,113,243,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13483116,NODE_57_length_3148_cov_274.449039,1964,2077,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13483548,NODE_42_length_5117_cov_368.495833,4828,4958,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13483548,NODE_47_length_3148_cov_556.238033,2025,2138,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13483548,NODE_49_length_2739_cov_1416.062735,143,273,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,83.97,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13483590,NODE_38_length_38343_cov_17.284169,25073,25449,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13483590,NODE_56_length_3210_cov_1144.296521,743,856,+,Col440I_1,1-114/114,===============,0/0,100.00,87.72,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13483613,NODE_50_length_2776_cov_2025.925157,1406,1519,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13485887,NODE_36_length_40501_cov_42.530485,8178,8838,-,IncL/M(pOXA-48)_1_pOXA-48,1-661/661,===============,0/0,100.00,100.00,plasmidfinder,JN626286,IncL/M(pOXA-48)_1_pOXA-48_JN626286,
SRR13485978,NODE_27_length_42376_cov_16.190856,6652,7148,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
SRR13485978,NODE_40_length_10593_cov_16.828262,2598,3279,-,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
SRR13485978,NODE_50_length_3080_cov_235.041625,2174,2304,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13486019,NODE_49_length_5170_cov_212.091302,4713,4917,-,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR13486019,NODE_50_length_4742_cov_80.372562,1238,1520,+,Col440II_1,2-281/282,========/======,1/3,99.29,84.45,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13486019,NODE_50_length_4742_cov_80.372562,2109,2237,+,ColRNAI_1,1-128/130,========/======,4/5,96.92,81.68,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13486019,NODE_51_length_4670_cov_415.679512,2655,2785,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13486019,NODE_53_length_4423_cov_211.805338,1238,1520,+,Col440II_1,2-281/282,========/======,1/3,99.29,82.33,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
SRR13486019,NODE_53_length_4423_cov_211.805338,2140,2250,+,Col440I_1,1-111/114,===============,0/0,97.37,94.59,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13489489,NODE_49_length_5285_cov_255.222542,2287,2400,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13490878,NODE_44_length_33407_cov_26.856016,21032,21358,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
SRR13490878,NODE_44_length_33407_cov_26.856016,21976,22570,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
SRR13490878,NODE_55_length_16353_cov_23.658229,12895,13524,-,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
SRR13490878,NODE_80_length_2596_cov_911.260421,1394,1507,+,Col440I_1,1-114/114,===============,0/0,100.00,94.74,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13491550,NODE_46_length_2776_cov_2272.856614,2064,2177,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
SRR13498311,NODE_29_length_38343_cov_38.742095,33335,33711,+,IncX1_4,1-377/377,===============,0/0,100.00,98.94,plasmidfinder,JN935898,IncX1_4__JN935898,
SRR13498975,NODE_111_length_674_cov_2.266332,172,376,+,Col8282_1,1-205/207,===============,0/0,99.03,89.27,plasmidfinder,DQ995352,Col8282_1__DQ995352,
SRR13498975,NODE_37_length_5708_cov_3.952761,2922,3041,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13498975,NODE_44_length_3544_cov_11.209980,350,611,+,Col(MG828)_1,1-262/262,===============,0/0,100.00,94.28,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR13498975,NODE_44_length_3544_cov_11.209980,1911,2170,+,Col(MG828)_1,1-260/262,===============,0/0,99.24,97.31,plasmidfinder,NC_008486,Col(MG828)_1__NC_008486,
SRR13498975,NODE_45_length_3538_cov_4.307137,1164,1294,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
SRR13498975,NODE_49_length_2776_cov_93.526862,2,105,-,Col440I_1,1-104/114,==============.,0/0,91.23,91.35,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
