sra_id,collection_date,geo_loc,isolation_source,host,biosample_id,
SRR15048030,2021,USA:FL,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20066122
SRR15048722,missing,USA,missing,missing,SAMN20079309,
SRR15049735,2015,Canada,Unspecified,Pig,SAMN19836154,
SRR15050570,missing,missing,missing,missing,SAMN20080879,
SRR15050616,missing,USA,missing,missing,SAMN20080963,
SRR15050790,15/1/2021,USA:KS,Feces (Canis lupus familiaris),,SAMN20079286,
SRR15051167,missing,missing,missing,missing,SAMN20081605,
SRR15051168,missing,missing,missing,missing,SAMN20081950,
SRR15051203,missing,missing,missing,missing,SAMN20081945,
SRR15051718,10/3/2020,Canada:Quebec,Rectal swab (Sus scrofa domesticus),Sus scrofa domesticus,SAMN20082316,
SRR15053926,3/6/2020,Canada:Ontario,Feces (Sus scrofa domesticus),Sus scrofa domesticus,SAMN20084399,
SRR15053932,2020-12,Canada:Prince Edward Island,Feces (Canis lupus familiaris),Canis lupus familiaris,SAMN20084419,
SRR15053951,8/2/2020,Canada:Ontario,Feces (Sus scrofa domesticus),Sus scrofa domesticus,SAMN20084393,
SRR15054390,missing,missing,,missing,SAMN20085207,
SRR15054498,2021-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20085525,
SRR15054543,2021-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20085590,
SRR15054624,2021-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20085683,
SRR15055298,missing,USA,missing,missing,SAMN20085897,
SRR15058393,missing,USA,missing,missing,SAMN20089914,
SRR15060885,2021,,missing,missing,SAMN20102037,
SRR15061172,missing,USA,missing,missing,SAMN20104243,
SRR15061177,missing,USA,missing,missing,SAMN20104247,
SRR15064603,,USA,missing,missing,SAMN20108883,
SRR15064605,missing,USA,missing,,SAMN20108890,
SRR15064625,missing,USA,missing,,SAMN20109088,
SRR15064731,2021,missing,missing,missing,SAMN20109493,
SRR15068212,2021,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20113999
SRR15074062,2021,missing,missing,missing,SAMN20123623,
SRR15089521,missing,USA:SC,missing,missing,SAMN20151624,
SRR15089591,2021,missing,missing,missing,SAMN20151614,
SRR15095850,missing,,missing,missing,SAMN20163724,
SRR15096275,2021-06,United Kingdom: United Kingdom,,Homo sapiens,SAMN20163976,
SRR15096277,2021-06,United Kingdom: United Kingdom,,Homo sapiens,SAMN20163975,
SRR15096285,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20163981,
SRR15096295,2021-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20163993,
SRR15097873,missing,USA:SC,missing,missing,SAMN20166753,
SRR15102575,2021,USA:TN,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20172872
SRR15102663,2021,missing,,missing,SAMN20173024,
SRR15102667,2021,missing,missing,missing,SAMN20173031,
SRR15103019,missing,USA,missing,,SAMN20174060,
SRR15103082,missing,USA,missing,missing,SAMN20174242,
SRR15103119,missing,USA,missing,missing,SAMN20174595,
SRR15103292,missing,USA,missing,missing,SAMN20174678,
SRR15103294,2021-02,USA:TX,Feces (Equus caballus),,SAMN20174379,
SRR15103305,missing,USA,missing,missing,SAMN20174927,
SRR15107961,2021,USA,missing,missing,SAMN20176277,
SRR15107980,missing,USA,missing,missing,SAMN20176377,
SRR15108134,missing,USA,missing,missing,SAMN20177399,
SRR15108236,,USA:NE,Animal-Swine-Market Swine (cecal),,SAMN20177584,
SRR15109640,missing,USA,missing,missing,SAMN20178346,
SRR15115777,missing,USA,missing,missing,SAMN20192408,
SRR15115784,,USA,missing,missing,SAMN20192417,
SRR15116384,missing,USA,missing,,SAMN20192830,
SRR15128276,missing,USA,missing,missing,SAMN20203541,
SRR15128289,missing,USA,missing,,SAMN20203610,
SRR15128530,2021,missing,missing,missing,SAMN20203913,
SRR15135852,missing,missing,,missing,SAMN20214453,
SRR15142094,missing,USA,,missing,SAMN20221681,
SRR15142102,missing,USA,missing,missing,SAMN20235422,
SRR15142396,missing,USA,missing,missing,SAMN20223767,
SRR15146555,10/7/2020,,Intestine (Sus scrofa domesticus),,SAMN20219136,
SRR15155008,2021,USA:TN,,,SAMN20245317,
SRR15162131,missing,,missing,missing,SAMN20249697,
SRR15162137,missing,USA,missing,missing,SAMN20248506,
SRR15167607,2021,missing,missing,missing,SAMN20253290,
SRR15168764,2021,missing,missing,missing,SAMN20253340,
SRR15168850,missing,USA,missing,missing,SAMN20253412,
SRR15168853,missing,USA,missing,missing,SAMN20253404,
SRR15168855,,missing,missing,missing,SAMN20253410,
SRR15177903,missing,,missing,missing,SAMN20285052,
SRR15178023,missing,USA,missing,missing,SAMN20285753,
SRR15178411,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20286057,
SRR15178496,2021,USA,missing,missing,SAMN20286228,
SRR15184099,2021,USA:IL,Animal-Swine-Market Swine (cecal),,SAMN20297438,
SRR15192337,missing,USA,missing,,SAMN20305300,
SRR15192349,,USA,missing,missing,SAMN20305331,
SRR15192882,missing,USA,missing,missing,SAMN20306898,
SRR15193261,missing,USA,missing,missing,SAMN20307373,
SRR15193939,,USA,missing,missing,SAMN20307503,
SRR15194096,missing,,missing,missing,SAMN20307766,
SRR15197832,2021,missing,,missing,SAMN20326306,
SRR15202661,missing,USA,missing,missing,SAMN20331542,
SRR15202667,missing,USA,missing,missing,SAMN20331541,
SRR15207334,2021,USA,missing,missing,SAMN20340644,
SRR15207363,2021,USA,missing,,SAMN20340648,
SRR15209037,missing,missing,missing,missing,SAMN20342825,
SRR15210500,,USA,,missing,SAMN20344405,
SRR15210504,missing,USA,missing,missing,SAMN20344407,
SRR15210600,2021,missing,missing,missing,SAMN20344510,
SRR15214623,missing,USA,missing,missing,SAMN20348318,
SRR15216098,missing,USA,missing,,SAMN20349590,
SRR15225095,missing,missing,missing,missing,SAMN20359895,
SRR15225100,,missing,,missing,SAMN20359891,
SRR15225109,2021,missing,missing,missing,SAMN20359878,
SRR15228794,missing,missing,missing,missing,SAMN20362736,
SRR15242662,14/8/2015,Canada: ONTARIO,human,Homo sapiens,SAMN20181449,
SRR15242671,25/1/2016,,human,Homo sapiens,SAMN20181478,
SRR15242684,1/10/2016,Canada: British Columbia,missing,Homo sapiens,SAMN20181519,
SRR15242686,7/11/2016,Canada: ALBERTA,chicken,Homo sapiens,SAMN20181613,
SRR15242687,16/1/2015,Canada: MANITOBA,human,,SAMN20181418,
SRR15242691,7/4/2014,Canada: ONTARIO,human,Homo sapiens,SAMN20181394,
SRR15242698,6/3/2016,Canada: SASKATCHEWAN,human,Homo sapiens,SAMN20181487,
SRR15242701,27/9/2016,Canada: BRITISH COLUMBIA,,,SAMN20181517,
SRR15242706,1/8/2014,Canada: ALBERTA,human,Homo sapiens,SAMN20181400,
SRR15242709,9/12/2014,Canada: BRITISH COLUMBIA,human,Homo sapiens,SAMN20181410,
SRR15242712,4/11/2014,Canada: ONTARIO,human,,SAMN20181407,
SRR15242743,4/9/2014,Canada: ALBERTA,human,Homo sapiens,SAMN20181402,
SRR15242754,12/2/2014,Canada: MANITOBA,human,Homo sapiens,SAMN20181385,
SRR15242766,5/1/2016,Canada: MANITOBA,,Homo sapiens,SAMN20181470,
SRR15242771,13/1/2016,Canada: MANITOBA,human,Homo sapiens,SAMN20181476,
SRR15242773,2/4/2017,,human,Homo sapiens,SAMN20181546,
SRR15242777,13/1/2016,Canada: ONTARIO,human,Homo sapiens,SAMN20181474,
SRR15242778,6/1/2014,Canada: ALBERTA,,Homo sapiens,SAMN20181381,
SRR15242779,15/7/2016,Canada: ONTARIO,human,Homo sapiens,SAMN20181508,
SRR15242781,5/10/2015,Canada: ONTARIO,human,Homo sapiens,SAMN20181460,
SRR15242788,8/8/2017,Canada: QUEBEC,human,Homo sapiens,SAMN20181562,
SRR15242932,6/6/2016,Canada: Ontario,missing,Homo sapiens,SAMN20181500,
SRR15242945,15/3/2016,Canada: Ontario,missing,,SAMN20181488,
SRR15242953,,Canada: Ontario,missing,,SAMN20181550,
SRR15242954,1/9/2016,Canada: ALBERTA,human,Homo sapiens,SAMN20181513,
SRR15248574,2021,USA:OK,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20398926
SRR15249584,missing,,missing,missing,SAMN20407917,
SRR15251477,missing,USA,missing,missing,SAMN20410343,
SRR15257785,missing,USA,missing,missing,SAMN20427032,
SRR15257807,missing,USA,missing,missing,SAMN20427038,
SRR15257834,missing,USA,missing,missing,SAMN20427082,
SRR15258739,missing,USA,missing,missing,SAMN20429061,
SRR15258797,missing,USA,missing,missing,SAMN20429281,
SRR15265176,missing,USA,missing,missing,SAMN20432154,
SRR15265190,missing,USA,missing,missing,SAMN20446557,
SRR15271143,2021,USA:TX,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20434883
SRR15274714,missing,USA,missing,,SAMN20439380,
SRR15274717,missing,USA,missing,missing,SAMN20439385,
SRR15276779,,USA:TX,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20448312
SRR15288196,,USA,,missing,SAMN20458893,
SRR15289445,missing,USA,missing,missing,SAMN20462192,
SRR15291676,,missing,missing,missing,SAMN20462473,
SRR15291684,2021,missing,missing,missing,SAMN20462479,
SRR15293579,2021,,missing,,SAMN20485883,
SRR15293800,2021,missing,missing,missing,SAMN20490531,
SRR15295152,missing,USA,missing,missing,SAMN20478065,
SRR15295249,missing,USA,,missing,SAMN20478060,
SRR15296626,missing,USA:SC,missing,missing,SAMN20483710,
SRR15299520,missing,USA,missing,missing,SAMN20487674,
SRR15299524,missing,USA,missing,missing,SAMN20490643,
SRR15299832,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20491516,
SRR15299840,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20491492,
SRR15299922,2021-07,United Kingdom: United Kingdom,,Homo sapiens,SAMN20491310,
SRR15299941,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20491523,
SRR15300594,missing,USA,missing,missing,SAMN20492422,
SRR15305368,,missing,missing,missing,SAMN20495290,
SRR15305672,missing,,missing,missing,SAMN20504161,
SRR15305892,missing,USA:SC,missing,missing,SAMN20504856,
SRR15307584,missing,USA,missing,,SAMN20505776,
SRR15309307,missing,missing,,,SAMN20507213,
SRR15309318,,,missing,missing,SAMN20507201,
SRR15309335,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20506982,
SRR15309342,missing,,missing,missing,SAMN20507215,
SRR15321227,2021,USA:TX,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20518114
SRR15321996,2021,,missing,missing,SAMN20503376,
SRR15323608,2021,USA:FL,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20523543
SRR15323836,2021,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20527163
SRR15323988,2021,USA:IA,Animal-Swine-Market Swine (cecal),,SAMN20594235,
SRR15324345,2021,missing,missing,missing,SAMN20521020,
SRR15327822,missing,USA,missing,missing,SAMN20522647,
SRR15327832,missing,,missing,missing,SAMN20522664,
SRR15328164,2021,USA,missing,missing,SAMN20523041,
SRR15328204,2021,USA,missing,missing,SAMN20523054,
SRR15328289,missing,USA,missing,missing,SAMN20522657,
SRR15328309,missing,USA,missing,,SAMN20522665,
SRR15328380,,USA,missing,missing,SAMN20523514,
SRR15328399,missing,USA,missing,missing,SAMN20523511,
SRR15328401,missing,USA,missing,missing,SAMN20523521,
SRR15328693,missing,USA,,missing,SAMN20523504,
SRR15328703,missing,USA,,missing,SAMN20523496,
SRR15328950,missing,USA,missing,missing,SAMN20523522,
SRR15330774,2021,USA,missing,,SAMN20525762,
SRR15334663,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20527401,
SRR15334740,2020-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20527479,
SRR15334772,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20527580,
SRR15334896,,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20527966,
SRR15334907,2020-11,United Kingdom: United Kingdom,other,NA,SAMN20528017,
SRR15334919,2020-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20527876,
SRR15335056,2021,missing,missing,missing,SAMN20600766,
SRR15335124,,USA,missing,missing,SAMN20549766,
SRR15341519,missing,USA,missing,,SAMN20559596,
SRR15342664,missing,missing,missing,missing,SAMN20570055,
SRR15343393,missing,USA,missing,missing,SAMN20571384,
SRR15343861,missing,USA,missing,missing,SAMN20571397,
SRR15345390,missing,,missing,missing,SAMN20571383,
SRR15345907,missing,USA,missing,missing,SAMN20584269,
SRR15347859,2021,USA,missing,missing,SAMN20584627,
SRR15355575,missing,,missing,missing,SAMN20593696,
SRR15356106,2021,missing,missing,,SAMN20594008,
SRR15357317,11/5/2021,missing,,,SAMN20594239,
SRR15357334,11/5/2021,missing,,,SAMN20594242,
SRR15357335,8/7/2021,missing,,,SAMN20594245,
SRR15358166,missing,USA,missing,missing,SAMN20600845,
SRR15358212,missing,USA,missing,missing,SAMN20600805,
SRR15358238,missing,USA,missing,missing,SAMN20600802,
SRR15358547,missing,USA,,,SAMN20600838,
SRR15359510,missing,missing,missing,missing,SAMN20601509,
SRR15361678,missing,USA,missing,missing,SAMN20603098,
SRR15361862,2018-06,United Kingdom: United Kingdom,other,NA,SAMN20603381,
SRR15361874,2018-06,United Kingdom: United Kingdom,,,SAMN20603402,
SRR15361885,2018-06,United Kingdom: United Kingdom,other,NA,SAMN20603371,
SRR15361889,,United Kingdom: United Kingdom,other,NA,SAMN20603393,
SRR15361952,2018-06,United Kingdom: United Kingdom,,NA,SAMN20603363,
SRR15361963,2018-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20603473,
SRR15361974,2018-06,United Kingdom: United Kingdom,,,SAMN20603536,
SRR15361978,2018-07,United Kingdom: United Kingdom,human,,SAMN20603438,
SRR15361980,2018-06,United Kingdom: United Kingdom,other,NA,SAMN20603436,
SRR15361989,,United Kingdom: United Kingdom,other,NA,SAMN20603441,
SRR15362025,2018-06,United Kingdom: United Kingdom,other,,SAMN20603446,
SRR15362029,2018-06,,other,NA,SAMN20603448,
SRR15362103,2018-06,United Kingdom: United Kingdom,other,NA,SAMN20603591,
SRR15362695,missing,missing,missing,missing,SAMN20603714,
SRR15366137,2018-06,United Kingdom: United Kingdom,,NA,SAMN20606851,
SRR15366147,2017-11,United Kingdom: United Kingdom,other,NA,SAMN20606900,
SRR15366336,2018-04,,human,Homo sapiens,SAMN20606911,
SRR15366340,2018-06,United Kingdom: United Kingdom,other,NA,SAMN20606867,
SRR15366364,,United Kingdom: United Kingdom,other,NA,SAMN20606934,
SRR15366473,missing,missing,,missing,SAMN20607165,
SRR15366786,missing,USA,missing,missing,SAMN20522500,
SRR15369504,2021-07,United Kingdom: United Kingdom,human,,SAMN20665953,
SRR15369538,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20666075,
SRR15369582,,United Kingdom: United Kingdom,,Homo sapiens,SAMN20665955,
SRR15369703,2016-09,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20666108,
SRR15370166,2016-10,United Kingdom: United Kingdom,,NA,SAMN20666099,
SRR15374169,2021,missing,missing,missing,SAMN20670274,
SRR15374443,missing,USA,missing,missing,SAMN20670805,
SRR15377063,missing,USA,missing,missing,SAMN20677181,
SRR15377305,missing,missing,missing,missing,SAMN20678732,
SRR15377914,2021,missing,missing,missing,SAMN20678760,
SRR15382904,missing,missing,missing,missing,SAMN20678865,
SRR15383555,2021-07,United Kingdom: United Kingdom,,Homo sapiens,SAMN20679902,
SRR15383567,2017-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20680908,
SRR15383580,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20682921,
SRR15383607,2021-07,United Kingdom: United Kingdom,,Homo sapiens,SAMN20691015,
SRR15403364,2021,missing,,missing,SAMN20695151,
SRR15403530,missing,,Missing,Missing,SAMN20695186,
SRR15404247,2021,missing,,missing,SAMN20695382,
SRR15411258,2021,missing,missing,missing,SAMN20700976,
SRR15411285,2021,missing,,missing,SAMN20700984,
SRR15413254,missing,USA,missing,missing,SAMN20704261,
SRR15413261,missing,USA,missing,missing,SAMN20704310,
SRR15414885,2021,USA,missing,,SAMN20709976,
SRR15415188,missing,USA,missing,missing,SAMN20710350,
SRR15415512,missing,USA,missing,missing,SAMN20710361,
SRR15416701,missing,USA,missing,missing,SAMN20710071,
SRR15416956,2018,Suriname,Slaughterhouse pig,Sus scrofa,SAMN20584914,
SRR15416957,2018,Suriname,Slaughterhouse pig,Sus scrofa,SAMN20584913,
SRR15416958,2018,Suriname,Slaughterhouse pig,Sus scrofa,SAMN20584912,
SRR15418995,,USA,missing,missing,SAMN20716579,
SRR15428716,missing,missing,missing,missing,SAMN20748779,
SRR15431020,missing,missing,missing,missing,SAMN20742904,
SRR15431022,missing,missing,missing,,SAMN20742908,
SRR15431197,missing,USA,missing,,SAMN20743375,
SRR15441521,missing,missing,,missing,SAMN20769192,
SRR15441934,missing,USA,Missing,Missing,SAMN20769470,
SRR15441938,missing,USA,Missing,Missing,SAMN20769485,
SRR15441950,missing,missing,missing,missing,SAMN20769583,
SRR15441961,missing,missing,missing,missing,SAMN20769584,
SRR15441965,missing,USA,,Missing,SAMN20769625,
SRR15442025,2021,missing,missing,missing,SAMN20769726,
SRR15444056,2021,USA:UT,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20771773
SRR15444209,2021,USA:IL,,,SAMN20771751,
SRR15446817,2021,USA:CA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20776116
SRR15446853,missing,USA,missing,missing,SAMN20774847,
SRR15460234,2021-07,,human,Homo sapiens,SAMN20797359,
SRR15465809,2021,USA:IA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20834735
SRR15465824,2021,,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20834750
SRR15466538,2021,USA:IL,,,SAMN20835308,
SRR15466771,2021,,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20835343
SRR15466775,2021,missing,missing,missing,SAMN20835349,
SRR15475809,missing,USA,missing,missing,SAMN20810484,
SRR15483435,2021,USA:ME,comminuted beef,,SAMN20828095,
SRR15488860,missing,missing,missing,missing,SAMN20812930,
SRR15494909,missing,,missing,missing,SAMN20821197,
SRR15495196,2021,missing,missing,missing,SAMN20820133,
SRR15495273,,USA,missing,missing,SAMN20822626,
SRR15496894,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20813973,
SRR15499610,missing,USA,missing,missing,SAMN20835955,
SRR15499702,missing,USA,missing,missing,SAMN20837343,
SRR15499890,missing,USA,missing,missing,SAMN20835991,
SRR15500751,2021,USA,missing,,SAMN20838258,
SRR15500752,missing,USA,missing,missing,SAMN20837578,
SRR15500760,missing,,missing,missing,SAMN20837585,
SRR15500768,missing,missing,missing,missing,SAMN20838264,
SRR15501962,,USA,missing,missing,SAMN20839036,
SRR15501978,,,missing,missing,SAMN20839121,
SRR15502386,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20839486,
SRR15508187,2021,USA,missing,missing,SAMN20846403,
SRR15512728,missing,USA,missing,missing,SAMN20849347,
SRR15512732,missing,USA,missing,missing,SAMN20849354,
SRR15512759,missing,USA,missing,missing,SAMN20849352,
SRR15513070,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20849808,
SRR15513071,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20849819,
SRR15513074,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN20849818,
SRR15513293,missing,USA,missing,,SAMN20850195,
SRR15519610,2021,,missing,missing,SAMN20854350,
SRR15520438,2021,missing,missing,missing,SAMN20854358,
SRR15522126,missing,USA,missing,missing,SAMN20855232,
SRR15522144,missing,USA,missing,missing,SAMN20855238,
SRR15525021,missing,USA,missing,,SAMN20858230,
SRR15526546,missing,USA,missing,,SAMN20861914,
SRR15526551,missing,USA,missing,missing,SAMN20861913,
SRR15526580,missing,USA,missing,missing,SAMN20861938,
SRR15526865,missing,missing,missing,missing,SAMN20862080,
SRR15526867,missing,missing,missing,missing,SAMN20862077,
SRR15528002,missing,USA,missing,missing,SAMN20862763,
SRR15528004,missing,USA,missing,missing,SAMN20862761,
SRR15528041,missing,USA,missing,missing,SAMN20862849,
SRR15539425,2021,USA:NC,Product-Raw-Intact-Pork,,SAMN20875997,
SRR15539458,2021,USA:ME,product-raw-intact-beef,,SAMN20887919,
SRR15539668,,USA:TX,Product-Raw-Intact-Pork,,SAMN20887916,
SRR15540735,missing,missing,,missing,SAMN20873968,
SRR15540757,2021,USA:MI,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN20888920
SRR15540836,missing,USA,missing,missing,SAMN20868965,
SRR15558050,2021,missing,missing,missing,SAMN20893300,
SRR15558052,2021,missing,,missing,SAMN20893301,
SRR15566023,missing,USA,missing,missing,SAMN20931045,
SRR15566446,missing,USA,missing,missing,SAMN20931215,
SRR15566447,missing,USA,missing,,SAMN20931217,
SRR15567254,missing,missing,missing,missing,SAMN20931829,
SRR15569633,,USA,missing,missing,SAMN20934010,
SRR15569638,missing,USA,missing,missing,SAMN20934019,
SRR15569641,missing,USA,missing,missing,SAMN20934088,
SRR15569652,missing,USA,,missing,SAMN20934096,
SRR15569675,missing,USA,,missing,SAMN20934125,
SRR15571170,2021,missing,missing,missing,SAMN20934346,
SRR15571263,2021,missing,missing,missing,SAMN20934352,
SRR15593958,,USA,missing,missing,SAMN20958656,
SRR15597225,missing,USA,missing,missing,SAMN20959575,
SRR15597231,missing,USA,missing,missing,SAMN20959580,
SRR15597952,missing,USA,,missing,SAMN20960049,
SRR15598856,missing,USA,missing,missing,SAMN20962037,
SRR15600227,missing,USA,,,SAMN20963286,
SRR15600270,,,,,SAMN20963337,
SRR15600276,,,,,SAMN20963326,
SRR15600404,,,,,SAMN20963416,
SRR15607183,,,,,SAMN20970058,
SRR15607187,,,,,SAMN20970065,
SRR15607192,,,,,SAMN20970069,
SRR15607194,,,,,SAMN20970074,
SRR15607204,,,,,SAMN20970073,
SRR15607205,,,,,SAMN20970060,
SRR15611011,,,,,SAMN20972501,
SRR15611155,,,,,SAMN20972706,
SRR15622475,,USA,missing,missing,SAMN20991683,
SRR15622477,missing,USA,missing,missing,SAMN20994097,
SRR15632846,,,,,SAMN21003170,
SRR15633785,,,,,SAMN20995892,
SRR15635580,,,,,SAMN20983499,
SRR15651934,,,,,SAMN21019766,
SRR15651936,,,,,SAMN21019773,
SRR15652791,,,,,SAMN21022851,
SRR15654504,,,,,SAMN21022871,
SRR15654514,,,,,SAMN21023456,
SRR15655303,,,,,SAMN21024029,
SRR15657000,,,,,SAMN21024473,
SRR15657188,,,,,SAMN21024668,
SRR15657337,,,,,SAMN21024678,
SRR15658239,,,,,SAMN21027037,
SRR15660232,,,,,SAMN21027372,
SRR15668585,,,missing,missing,SAMN21037845,
SRR15669307,2021,missing,missing,missing,SAMN21039674,
SRR15669501,2021,,,,SAMN21040061,
SRR15669567,,,,,SAMN21040129,
SRR15669870,,,,,SAMN21040394,
SRR15670523,,,,,SAMN21040594,
SRR15670529,,,,,SAMN21040589,
SRR15670951,,,,,SAMN21040776,
SRR15671125,,,,,SAMN21040763,
SRR15671325,,,,,SAMN21040825,
SRR15673609,,,,missing,SAMN21154291,
SRR15673612,missing,USA,missing,missing,SAMN21154289,
SRR15676935,missing,missing,missing,missing,SAMN21157062,
SRR15676984,missing,missing,missing,missing,SAMN21157123,
SRR15677040,,USA,missing,missing,SAMN21157124,
SRR15678683,missing,USA,missing,missing,SAMN21160073,
SRR15678689,missing,,missing,missing,SAMN21160086,
SRR15678691,,USA,missing,missing,SAMN21160078,
SRR15678699,missing,USA,missing,missing,SAMN21160129,
SRR15678705,missing,USA,missing,missing,SAMN21160113,
SRR15678740,missing,USA,missing,missing,SAMN21160148,
SRR15680283,missing,USA,missing,missing,SAMN21161584,
SRR15681034,2021,USA:MI,Animal-Cattle-Steer (cecal),,SAMN21162555,
SRR15686230,missing,USA,missing,missing,SAMN21169349,
SRR15687581,2021,missing,missing,missing,SAMN21170581,
SRR15687586,,missing,missing,missing,SAMN21170605,
SRR15687614,,USA,,missing,SAMN21170795,
SRR15687636,,USA,missing,missing,SAMN21170806,
SRR15688700,missing,USA,missing,missing,SAMN21172378,
SRR15688965,missing,USA,missing,missing,SAMN21173292,
SRR15693559,2021,,missing,missing,SAMN21176328,
SRR15693574,2021,missing,missing,missing,SAMN21176324,
SRR15699773,missing,USA,missing,missing,SAMN21199327,
SRR15699860,missing,,missing,missing,SAMN21199336,
SRR15699970,missing,USA,missing,,SAMN21206640,
SRR15705368,,,missing,missing,SAMN21209364,
SRR15713742,,USA,missing,missing,SAMN21217068,
SRR15714100,2021,missing,missing,missing,SAMN21217383,
SRR15714177,missing,USA,missing,missing,SAMN21217467,
SRR15714635,missing,USA,,missing,SAMN21218310,
SRR15722550,2021,missing,missing,missing,SAMN21235598,
SRR15736237,2021,USA:MN,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN21250600
SRR15780729,2021,USA:IA,Animal-Swine-Market Swine (cecal),,SAMN21335646,
SRR15783380,2021,missing,missing,missing,SAMN21327423,
SRR15783387,missing,USA,missing,missing,SAMN21344570,
SRR15783392,missing,USA,missing,missing,SAMN21345681,
SRR15792748,missing,missing,missing,missing,SAMN21318297,
SRR15808226,missing,missing,missing,missing,SAMN21217451,
SRR15808312,missing,USA,missing,missing,SAMN21355775,
SRR15813359,missing,missing,missing,,SAMN21358491,
SRR15813373,missing,missing,,missing,SAMN21358494,
SRR15813381,missing,missing,missing,missing,SAMN21358497,
SRR15826264,missing,USA,,missing,SAMN21363771,
SRR15827375,2018,Taiwan,stool,Homo sapiens,SAMN21365159,
SRR15827382,2018,Taiwan,stool,Homo sapiens,SAMN21365152,
SRR15827388,,Taiwan,stool,Homo sapiens,SAMN21365147,
SRR15827389,2017,Taiwan,stool,Homo sapiens,SAMN21365146,
SRR15827390,2017,Taiwan,stool,Homo sapiens,SAMN21365145,
SRR15827393,2017,Taiwan,,,SAMN21365142,
SRR15827397,2017,,not collected,,SAMN21365139,
SRR15829438,2021,USA,missing,missing,SAMN21367266,
SRR15831219,,USA,missing,missing,SAMN21369078,
SRR15831242,missing,missing,missing,missing,SAMN21369114,
SRR15831259,missing,,missing,missing,SAMN21369148,
SRR15832930,missing,USA,missing,missing,SAMN21370481,
SRR15838028,,USA,Missing,Missing,SAMN21385961,
SRR15838432,missing,USA,missing,missing,SAMN21381368,
SRR15838523,missing,USA,missing,missing,SAMN21381076,
SRR15838525,,USA,Missing,Missing,SAMN21385985,
SRR15843262,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21387143,
SRR15844889,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21388191,
SRR15844979,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21389103,
SRR15845026,,missing,,missing,SAMN21391385,
SRR15845042,2021-08,United Kingdom: United Kingdom,human,,SAMN21389150,
SRR15845072,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21389165,
SRR15845089,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21389139,
SRR15845112,2021-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21390262,
SRR15845180,missing,USA,missing,missing,SAMN21392174,
SRR15845232,2021-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN21390331,
