#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica	FSIS1503595	"FSIS1503595","SRS1227711"	4,[5],12:i:-	PDT000100909.2	2015-12-29T17:22:53Z	USA:WA	animal-cattle-dairy cow	environmental/other	5	2	SAMN04376237	GCA_010737995.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1605474	"FSIS1605474","SRS1251657"	4,[5],12:i:-	PDT000102257.2	2016-01-19T20:21:48Z	USA:CA	comminuted beef	environmental/other	4	3	SAMN04417760	GCA_010546265.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	22924321	"22924321","CFSAN044594","SRS1254746"	4,[5],12:i:-	PDT000102378.2	2016-01-21T11:25:48Z	USA:MN	intestine (Sus scrofa)	environmental/other	14	14	SAMN04388304	GCA_010395625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	37050	"37050","37050.biosample","SRS1262271"	Typhimurium	PDT000103441.2	2016-01-27T05:24:03Z	United Kingdom: None	human	clinical	1	11	SAMN04440827	GCA_008791685.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"ERS813258","SO4698-09"	Typhimurium	PDT000103486.1	2016-01-25T21:55:09Z						SAMEA3506109	GCA_001540845.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1605549	"FSIS1605549","SRS1283250"	4,[5],12:i:-	PDT000106374.2	2016-02-10T18:28:28Z	USA:TX	animal-cattle-dairy cow	environmental/other	5	4	SAMN04482642	GCA_008407355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1605497	"FSIS1605497","SRS1307614"	4,[5],12:i:-	PDT000108235.2	2016-02-23T20:25:01Z	USA:IN	animal-swine-market swine	environmental/other	8	4	SAMN04507539	GCA_010392825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS001497	"PNUSAS001497","SRS1308428"	4,[5],12:i:-	PDT000110586.2	2016-02-24T18:30:37Z	USA	stool	clinical	1	2	SAMN04496120	GCA_010796315.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1605980	"FSIS1605980","SRS1356019"	4,[5],12:i:-	PDT000120086.2	2016-03-23T14:11:11Z	USA:KY	animal-swine-market swine	environmental/other	6	2	SAMN04575039	GCA_008471325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	173538	"173538","173538.biosample","SRS1356116"	Salmonella Typhimurium - monophasic	PDT000120183.2	2016-03-24T04:10:22Z	United Kingdom: United Kingdom	human	clinical	8	19	SAMN04574174	GCA_010650245.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	171164	"171164","171164.biosample","SRS1356146"	Salmonella Typhimurium - monophasic	PDT000120197.2	2016-03-24T04:10:23Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04574538	GCA_010508295.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	142192	"142192","142192.biosample","SRS1356151"	Typhimurium	PDT000120211.2	2016-03-24T04:10:24Z	United Kingdom: United Kingdom	human	clinical	0	11	SAMN04574691	GCA_008870745.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	175571	"175571","175571.biosample","SRS1356149"	Salmonella Typhimurium - monophasic	PDT000120213.2	2016-03-24T04:10:24Z	United Kingdom: United Kingdom	human	clinical	7	14	SAMN04574693	GCA_010732535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	158954	"158954","158954.biosample","SRS1356160"	Salmonella Typhimurium - monophasic	PDT000120216.2	2016-03-24T04:10:24Z	United Kingdom: United Kingdom	human	clinical	6	16	SAMN04574697	GCA_010393465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	193417	"193417","193417.biosample","SRS1356155"	Salmonella Typhimurium - monophasic	PDT000120220.2	2016-03-24T04:10:24Z	United Kingdom: United Kingdom	other	environmental/other	1	1	SAMN04574701	GCA_010372725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	157249	"157249","157249.biosample","SRS1356188"	Salmonella Typhimurium - monophasic	PDT000120230.2	2016-03-24T04:10:24Z	United Kingdom: United Kingdom	human	clinical	5	10	SAMN04574711	GCA_011446115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	115259	"115259","115259.biosample","SRS1356182"	Typhimurium	PDT000120236.2	2016-03-24T04:10:25Z	United Kingdom: United Kingdom	human	clinical	6	9	SAMN04574717	GCA_008870285.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	205640	"205640","205640.biosample","SRS1356177"	Salmonella Typhimurium - monophasic	PDT000120246.2	2016-03-24T04:10:25Z	United Kingdom: United Kingdom	human	clinical	1	0	SAMN04574727	GCA_011103235.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	197009	"197009","197009.biosample","SRS1356175"	Salmonella Typhimurium - monophasic	PDT000120248.2	2016-03-24T04:10:25Z	United Kingdom: United Kingdom	Enviromental	environmental/other	0	1	SAMN04574729	GCA_010426365.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	153173	"153173","153173.biosample","SRS1356203"	Typhimurium	PDT000120255.2	2016-03-24T04:10:25Z	United Kingdom: United Kingdom	human	clinical	0	2	SAMN04574737	GCA_008870405.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	185457	"185457","185457.biosample","SRS1356210"	Salmonella Typhimurium - monophasic	PDT000120258.2	2016-03-24T04:10:25Z	United Kingdom: United Kingdom	human	clinical	0	6	SAMN04574740	GCA_010541545.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	197006	"197006","197006.biosample","SRS1356223"	Salmonella Typhimurium - monophasic	PDT000120265.2	2016-03-24T04:10:26Z	United Kingdom: United Kingdom	Enviromental	environmental/other	0	1	SAMN04574747	GCA_010738755.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	190637	"190637","190637.biosample","SRS1356271"	Salmonella Typhimurium - monophasic	PDT000120277.2	2016-03-24T04:10:26Z	United Kingdom: United Kingdom	human	clinical	1	9	SAMN04574759	GCA_011439475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	149226	"149226","149226.biosample","SRS1356268"	Typhimurium	PDT000120280.2	2016-03-24T04:10:26Z	United Kingdom: United Kingdom	human	clinical	18	20	SAMN04574762	GCA_008848445.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	140695	"140695","140695.biosample","SRS1356295"	Typhimurium	PDT000120291.2	2016-03-24T04:10:26Z	United Kingdom: United Kingdom	human	clinical	0	11	SAMN04574773	GCA_008843695.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	197012	"197012","197012.biosample","SRS1356324"	Salmonella Typhimurium - monophasic	PDT000120308.2	2016-03-24T04:10:27Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04574790	GCA_010796375.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	182861	"182861","182861.biosample","SRS1356467"	Salmonella Typhimurium - monophasic	PDT000120318.2	2016-03-24T04:10:28Z	United Kingdom: United Kingdom	human	clinical	0	14	SAMN04574800	GCA_010735645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	101310	"101310","101310.biosample","SRS1356545"	Typhimurium	PDT000120344.2	2016-03-24T04:10:29Z	United Kingdom: United Kingdom	food	environmental/other	2	3	SAMN04574839	GCA_008848905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	152432	"152432","152432.biosample","SRS1356544"	Typhimurium	PDT000120345.2	2016-03-24T04:10:29Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04574840	GCA_008848825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	174679	"174679","174679.biosample","SRS1356559"	Salmonella Typhimurium - monophasic	PDT000120347.2	2016-03-24T04:10:29Z	United Kingdom: United Kingdom	human	clinical	0	9	SAMN04574842	GCA_010740275.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	203641	"203641","203641.biosample","SRS1356573"	Typhimurium	PDT000120363.2	2016-03-24T04:10:30Z	United Kingdom: United Kingdom	human	clinical	2	22	SAMN04574860	GCA_008871605.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	149293	"149293","149293.biosample","SRS1356578"	Typhimurium	PDT000120370.2	2016-03-24T04:10:30Z	United Kingdom: United Kingdom	human	clinical	1	17	SAMN04574867	GCA_008847685.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	180809	"180809","180809.biosample","SRS1356593"	Salmonella Typhimurium - monophasic	PDT000120385.2	2016-03-24T04:10:30Z	United Kingdom: United Kingdom	human	clinical	1	14	SAMN04575045	GCA_010735275.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	205638	"205638","205638.biosample","SRS1356603"	Salmonella Typhimurium - monophasic	PDT000120399.2	2016-03-24T04:10:31Z	United Kingdom: United Kingdom	Enviromental	environmental/other	0	0	SAMN04575059	GCA_010689025.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	107264	"107264","107264.biosample","SRS1356618"	Typhimurium	PDT000120404.2	2016-03-24T04:10:31Z	United Kingdom: United Kingdom	human	clinical	1	16	SAMN04575064	GCA_008843645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	140627	"140627","140627.biosample","SRS1356608"	Typhimurium	PDT000120406.2	2016-03-24T04:10:31Z	United Kingdom: United Kingdom	human	clinical	0	7	SAMN04575066	GCA_008833705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	200601	"200601","200601.biosample","SRS1356614"	Typhimurium	PDT000120411.2	2016-03-24T04:10:31Z	United Kingdom: United Kingdom	human	clinical	2	15	SAMN04575071	GCA_008848965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	179668	"179668","179668.biosample","SRS1356613"	Salmonella Typhimurium - monophasic	PDT000120412.2	2016-03-24T04:10:31Z	United Kingdom: United Kingdom	human	clinical	7	6	SAMN04575074	GCA_011418895.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	188369	"188369","188369.biosample","SRS1356636"	Salmonella Typhimurium - monophasic	PDT000120416.2	2016-03-24T04:10:32Z	United Kingdom: United Kingdom	human	clinical	1	2	SAMN04575078	GCA_010503715.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	103659	"103659","103659.biosample","SRS1356625"	Typhimurium	PDT000120430.2	2016-03-24T04:10:32Z	United Kingdom: United Kingdom	human	clinical	6	15	SAMN04575092	GCA_008833785.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	195579	"195579","195579.biosample","SRS1356647"	Salmonella Typhimurium - monophasic	PDT000120438.2	2016-03-24T04:10:32Z	United Kingdom: United Kingdom	Enviromental	environmental/other	0	1	SAMN04575100	GCA_010371325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	163177	"163177","163177.biosample","SRS1356655"	Salmonella Typhimurium - monophasic	PDT000120442.2	2016-03-24T04:10:32Z	United Kingdom: United Kingdom	human	clinical	0	6	SAMN04575104	GCA_011103135.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	149207	"149207","149207.biosample","SRS1356656"	Typhimurium	PDT000120457.2	2016-03-24T04:10:33Z	United Kingdom: United Kingdom	human	clinical	4	8	SAMN04575279	GCA_008871855.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	152355	"152355","152355.biosample","SRS1356662"	Typhimurium	PDT000120462.2	2016-03-24T04:10:33Z	United Kingdom: United Kingdom	human	clinical	1	16	SAMN04575356	GCA_008849125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	182892	"182892","182892.biosample","SRS1356683"	Typhimurium	PDT000120471.2	2016-03-24T04:10:33Z	United Kingdom: United Kingdom	human	clinical	4	26	SAMN04575365	GCA_008833925.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	199792	"199792","199792.biosample","SRS1356675"	Typhimurium	PDT000120475.2	2016-03-24T04:10:33Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04575369	GCA_008872665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	105334	"105334","105334.biosample","SRS1357557"	Typhimurium	PDT000120500.2	2016-03-24T04:10:34Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04576233	GCA_008849875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	100481	"100481","100481.biosample","SRS1357566"	Typhimurium	PDT000120511.2	2016-03-24T04:10:35Z	United Kingdom: United Kingdom	human	clinical	3	11	SAMN04576273	GCA_008849825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	107229	"107229","107229.biosample","SRS1357573"	Typhimurium	PDT000120520.2	2016-03-24T04:10:35Z	United Kingdom: United Kingdom	human	clinical	13	15	SAMN04576282	GCA_008834045.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	104250	"104250","104250.biosample","SRS1357576"	Typhimurium	PDT000120524.2	2016-03-24T04:10:35Z	United Kingdom: United Kingdom	human	clinical	1	13	SAMN04576286	GCA_008872065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	101319	"101319","101319.biosample","SRS1357598"	Typhimurium	PDT000120549.2	2016-03-24T04:10:36Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04576390	GCA_008873085.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	101309	"101309","101309.biosample","SRS1357619"	Typhimurium	PDT000120552.2	2016-03-24T04:10:36Z	United Kingdom: United Kingdom	food	environmental/other	2	5	SAMN04576396	GCA_008873125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	103635	"103635","103635.biosample","SRS1357639"	Typhimurium	PDT000120575.2	2016-03-24T04:10:37Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04576419	GCA_008850185.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	101474	"101474","101474.biosample","SRS1357651"	Typhimurium	PDT000120587.2	2016-03-24T04:10:38Z	United Kingdom: United Kingdom	human	clinical	4	8	SAMN04576432	GCA_008850165.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	114057	"114057","114057.biosample","SRS1357660"	Typhimurium	PDT000120594.2	2016-03-24T04:10:38Z	United Kingdom: United Kingdom	food	environmental/other	0	6	SAMN04576438	GCA_008834145.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	103728	"103728","103728.biosample","SRS1357684"	Typhimurium	PDT000120607.2	2016-03-24T04:10:38Z	United Kingdom: United Kingdom	human	clinical	3	9	SAMN04576455	GCA_008873885.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	116039	"116039","116039.biosample","SRS1357671"	Typhimurium	PDT000120614.2	2016-03-24T04:10:39Z	United Kingdom: United Kingdom	human	clinical	29	29	SAMN04576463	GCA_008873845.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	114052	"114052","114052.biosample","SRS1357673"	Typhimurium	PDT000120617.2	2016-03-24T04:10:39Z	United Kingdom: United Kingdom	food	environmental/other	0	6	SAMN04576466	GCA_008843905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	113485	"113485","113485.biosample","SRS1357697"	Typhimurium	PDT000120632.2	2016-03-24T04:10:39Z	United Kingdom: United Kingdom	human	clinical	8	8	SAMN04576481	GCA_008850105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	117316	"117316","117316.biosample","SRS1357695"	Typhimurium	PDT000120633.2	2016-03-24T04:10:39Z	United Kingdom: United Kingdom	human	clinical	4	8	SAMN04576482	GCA_008850785.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	119483	"119483","119483.biosample","SRS1357772"	Typhimurium	PDT000120686.2	2016-03-24T04:10:41Z	United Kingdom: United Kingdom	human	clinical	0	13	SAMN04576549	GCA_008834465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	117223	"117223","117223.biosample","SRS1357779"	Typhimurium	PDT000120691.2	2016-03-24T04:10:41Z	United Kingdom: United Kingdom	human	clinical	1	16	SAMN04576554	GCA_008874445.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	126185	"126185","126185.biosample","SRS1357797"	Typhimurium	PDT000120709.2	2016-03-24T04:10:42Z	United Kingdom: United Kingdom	human	clinical	2	2	SAMN04576572	GCA_008874625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	129498	"129498","129498.biosample","SRS1357796"	Typhimurium	PDT000120710.2	2016-03-24T04:10:42Z	United Kingdom: United Kingdom	human	clinical	9	17	SAMN04576573	GCA_008834555.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	129430	"129430","129430.biosample","SRS1357814"	Typhimurium	PDT000120733.2	2016-03-24T04:10:43Z	United Kingdom: United Kingdom	human	clinical	0	19	SAMN04576711	GCA_008875205.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	128218	"128218","128218.biosample","SRS1357831"	Typhimurium	PDT000120740.2	2016-03-24T04:10:43Z	United Kingdom: United Kingdom	human	clinical	4	4	SAMN04576718	GCA_008874905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	131494	"131494","131494.biosample","SRS1357834"	Typhimurium	PDT000120751.2	2016-03-24T04:10:43Z	United Kingdom: United Kingdom	human	clinical	0	8	SAMN04576729	GCA_008875265.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CVM N56913F	"CVM N56913F","SRS1362332"	4,[5],12:i:-	PDT000121241.2	2016-03-25T19:10:04Z	USA:MN	Hogs	environmental/other	14	9	SAMN04577178	GCA_008409485.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	CVM N57039F	"CVM N57039F","SRS1362297"	4,[5],12:i:-	PDT000121276.2	2016-03-25T19:10:05Z	USA:NC	Hogs	environmental/other	3	7	SAMN04577213	GCA_008409905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	CVM N57914F	"CVM N57914F","SRS1362022"	4,[5],12:i:-	PDT000121548.2	2016-03-25T19:10:17Z	USA:MI	animal-swine-sow	environmental/other	2	4	SAMN04577485	GCA_008518965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1606126	"FSIS1606126","SRS1371991"	4,[5],12:i:-	PDT000122234.2	2016-04-01T22:12:21Z	USA:KY	animal-swine-market swine	environmental/other	8	2	SAMN04600706	GCA_008411965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	194221	"194221","194221.biosample","SRS1371285"	Typhimurium	PDT000122370.2	2016-04-02T04:11:05Z	United Kingdom: United Kingdom	human	clinical	0	24	SAMN04600253	GCA_008852085.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	132000	"132000","132000.biosample","SRS1371284"	Typhimurium	PDT000122371.2	2016-04-02T04:11:05Z	United Kingdom: United Kingdom	human	clinical	3	11	SAMN04600254	GCA_008877025.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	128202	"128202","128202.biosample","SRS1371356"	Typhimurium	PDT000122422.2	2016-04-02T04:11:06Z	United Kingdom: United Kingdom	human	clinical	17	20	SAMN04600337	GCA_008852565.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	197013	"197013","197013.biosample","SRS1371379"	Salmonella Typhimurium - monophasic	PDT000122439.2	2016-04-02T04:11:07Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04600354	GCA_010797775.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	183634	"183634","183634.biosample","SRS1371552"	Salmonella Typhimurium - monophasic	PDT000122505.2	2016-04-02T04:11:09Z	United Kingdom: United Kingdom	human	clinical	11	28	SAMN04600431	GCA_010733735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	185973	"185973","185973.biosample","SRS1371451"	Salmonella Typhimurium - monophasic	PDT000122515.2	2016-04-02T04:11:10Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04600453	GCA_010797035.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	161844	"161844","161844.biosample","SRS1371596"	Salmonella Typhimurium - monophasic	PDT000122587.2	2016-04-02T04:11:13Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04600599	GCA_010738875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	198243	"198243","198243.biosample","SRS1371652"	Salmonella Typhimurium - monophasic	PDT000122596.2	2016-04-02T04:11:14Z	United Kingdom: United Kingdom	human	clinical	0	7	SAMN04600620	GCA_010798595.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	199789	"199789","199789.biosample","SRS1371650"	Typhimurium	PDT000122598.2	2016-04-02T04:11:14Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04600622	GCA_008878725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	112990	"112990","112990.biosample","SRS1371668"	Typhimurium	PDT000122606.2	2016-04-02T04:11:14Z	United Kingdom: United Kingdom	human	clinical	2	3	SAMN04600630	GCA_008844325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	196397	"196397","196397.biosample","SRS1371689"	Salmonella Typhimurium - monophasic	PDT000122629.2	2016-04-02T04:11:15Z	United Kingdom: United Kingdom	human	clinical	0	0	SAMN04600653	GCA_010740395.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	161833	"161833","161833.biosample","SRS1371718"	Salmonella Typhimurium - monophasic	PDT000122653.2	2016-04-02T04:11:16Z	United Kingdom: United Kingdom	human	clinical	4	17	SAMN04600677	GCA_011413535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	167052	"167052","167052.biosample","SRS1371736"	Salmonella Typhimurium - monophasic	PDT000122666.2	2016-04-02T04:11:17Z	United Kingdom: United Kingdom	human	clinical	1	8	SAMN04600690	GCA_010736955.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	143532	"143532","143532.biosample","SRS1371749"	Typhimurium	PDT000122677.2	2016-04-02T04:11:17Z	United Kingdom: United Kingdom	human	clinical	2	9	SAMN04600702	GCA_008836185.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	107259	"107259","107259.biosample","SRS1371748"	Typhimurium	PDT000122679.2	2016-04-02T04:11:17Z	United Kingdom: United Kingdom	human	clinical	1	7	SAMN04600704	GCA_008853345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	166985	"166985","166985.biosample","SRS1371758"	Salmonella Typhimurium - monophasic	PDT000122685.2	2016-04-02T04:11:17Z	United Kingdom: United Kingdom	human	clinical	5	12	SAMN04600721	GCA_011102775.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	117269	"117269","117269.biosample","SRS1371754"	Typhimurium	PDT000122688.2	2016-04-02T04:11:17Z	United Kingdom: United Kingdom	human	clinical	0	2	SAMN04600724	GCA_008836345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	186570	"186570","186570.biosample","SRS1371803"	Salmonella Typhimurium - monophasic	PDT000122713.2	2016-04-02T04:11:18Z	United Kingdom: United Kingdom	human	clinical	1	6	SAMN04600763	GCA_010673325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	199835	"199835","199835.biosample","SRS1371819"	Salmonella Typhimurium - monophasic	PDT000122732.2	2016-04-02T04:11:19Z	United Kingdom: United Kingdom	food	environmental/other	17	15	SAMN04600879	GCA_011103595.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	196419	"196419","196419.biosample","SRS1371820"	Salmonella Typhimurium - monophasic	PDT000122733.2	2016-04-02T04:11:19Z	United Kingdom: United Kingdom	human	clinical	4	16	SAMN04600880	GCA_010738035.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	184413	"184413","184413.biosample","SRS1371825"	Salmonella Typhimurium - monophasic	PDT000122742.2	2016-04-02T04:11:19Z	United Kingdom: United Kingdom	human	clinical	1	1	SAMN04600897	GCA_011409575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	173546	"173546","173546.biosample","SRS1371833"	Typhimurium	PDT000122755.2	2016-04-02T04:11:19Z	United Kingdom: United Kingdom	human	clinical	2	15	SAMN04600912	GCA_008879135.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	140682	"140682","140682.biosample","SRS1371841"	Typhimurium	PDT000122765.2	2016-04-02T04:11:20Z	United Kingdom: United Kingdom	human	clinical	5	18	SAMN04600923	GCA_008853945.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	164931	"164931","164931.biosample","SRS1371902"	Salmonella Typhimurium - monophasic	PDT000122809.2	2016-04-02T04:11:21Z	United Kingdom: United Kingdom	human	clinical	0	8	SAMN04600984	GCA_010673865.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	134271	"134271","134271.biosample","SRS1371916"	Typhimurium	PDT000122811.2	2016-04-02T04:11:21Z	United Kingdom: United Kingdom	human	clinical	0	19	SAMN04600986	GCA_008880565.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	143567	"143567","143567.biosample","SRS1371938"	Typhimurium	PDT000122835.2	2016-04-02T04:11:22Z	United Kingdom: United Kingdom	human	clinical	1	9	SAMN04601026	GCA_008853705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	158967	"158967","158967.biosample","SRS1372042"	Salmonella Typhimurium - monophasic	PDT000122844.2	2016-04-02T04:11:22Z	United Kingdom: United Kingdom	human	clinical	1	7	SAMN04601037	GCA_010579305.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	157349	"157349","157349.biosample","SRS1372064"	Salmonella Typhimurium - monophasic	PDT000122864.2	2016-04-02T04:11:23Z	United Kingdom: United Kingdom	human	clinical	3	26	SAMN04601073	GCA_010735395.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	137162	"137162","137162.biosample","SRS1371984"	Typhimurium	PDT000122867.2	2016-04-02T04:11:23Z	United Kingdom: United Kingdom	human	clinical	4	9	SAMN04601076	GCA_008880725.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
