#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
ERR2235698,NODE_61_length_7721_cov_30.327942,2966,3560,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR2235699,NODE_106_length_348_cov_1.675768,1,116,+,IncI1_1_Alpha,27-142/142,..=============,0/0,81.69,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR2235699,NODE_14_length_129450_cov_46.372665,17549,17965,-,IncA/C2_1,1-417/417,===============,0/0,100.00,100.00,plasmidfinder,JN157804,IncA/C2_1__JN157804,
ERR2235699,NODE_26_length_73316_cov_89.300938,17213,17709,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR2235699,NODE_36_length_40074_cov_115.158925,34400,34773,+,IncX3_1,1-374/374,===============,0/0,100.00,100.00,plasmidfinder,JN247852,IncX3_1__JN247852,
ERR2235699,NODE_48_length_4653_cov_110.805568,2114,2795,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR2235703,NODE_20_length_96168_cov_76.311997,80128,80269,-,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,99.30,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR2235706,NODE_51_length_17064_cov_87.179611,11878,12019,+,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,99.30,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR2235708,NODE_58_length_19033_cov_51.741069,3891,4032,-,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,99.30,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR2235708,NODE_65_length_11857_cov_18.472801,1625,2254,-,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR2235708,NODE_74_length_5897_cov_27.264807,197,523,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR2235708,NODE_74_length_5897_cov_27.264807,1142,1736,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR2541841,NODE_55_length_5539_cov_388.368527,153,526,-,IncX1_1,1-374/374,===============,0/0,100.00,98.93,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR2541841,NODE_58_length_3806_cov_2875.772594,122,275,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2541852,NODE_48_length_22635_cov_65.459345,16166,16539,+,IncX1_1,1-374/374,===============,0/0,100.00,98.93,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR2541852,NODE_65_length_3806_cov_211.835511,221,374,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2541854,NODE_114_length_3806_cov_117.711277,504,657,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2541854,NODE_70_length_22601_cov_39.886321,16166,16539,+,IncX1_1,1-374/374,===============,0/0,100.00,98.93,plasmidfinder,EU370913,IncX1_1__EU370913,
ERR2693588,NODE_41_length_2152_cov_15724.863615,850,1042,-,ColpVC_1,1-193/193,===============,0/0,100.00,98.96,plasmidfinder,JX133088,ColpVC_1__JX133088,
ERR2693727,NODE_37_length_4121_cov_3120.803492,2255,2459,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR2693881,NODE_35_length_5930_cov_2044.802043,2644,2763,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2693881,NODE_37_length_3806_cov_3264.640629,1214,1367,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2693889,NODE_39_length_3806_cov_3198.320448,1214,1367,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2693889,NODE_8_length_229501_cov_140.689225,2557,2676,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2693904,NODE_36_length_5930_cov_2271.610383,447,566,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2693904,NODE_39_length_3806_cov_3775.822981,1214,1367,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2693921,NODE_30_length_36266_cov_275.057386,29856,30171,+,IncI2_1_Delta,1-316/316,===============,0/0,100.00,98.10,plasmidfinder,AP002527,IncI2_1_Delta_AP002527,
ERR2693921,NODE_40_length_5930_cov_2120.958298,438,557,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2693921,NODE_43_length_3806_cov_3635.491336,676,829,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2693954,NODE_31_length_31845_cov_200.199182,18515,19279,-,IncY_1,1-765/765,===============,0/0,100.00,99.35,plasmidfinder,K02380,IncY_1__K02380,
ERR2710875,NODE_49_length_3806_cov_512.107171,1661,1814,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2729014,NODE_110_length_230_cov_1.697143,1,230,-,IncFII(S)_1,14-243/262,==============.,0/0,87.79,100.00,plasmidfinder,CP000858,IncFII(S)_1__CP000858,
ERR2729014,NODE_40_length_23926_cov_24.274392,9784,10200,-,IncA/C2_1,1-417/417,===============,0/0,100.00,100.00,plasmidfinder,JN157804,IncA/C2_1__JN157804,
ERR2729014,NODE_53_length_3552_cov_335.870174,1,118,+,ColRNAI_1,12-128/130,.=======/======,1/1,90.00,84.75,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2729014,NODE_53_length_3552_cov_335.870174,3120,3401,+,Col440II_1,1-282/282,===============,0/0,100.00,97.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
ERR2729014,NODE_54_length_3371_cov_500.188480,3245,3354,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR2729014,NODE_56_length_2240_cov_430.563844,18,131,+,Col440I_1,1-114/114,===============,0/0,100.00,96.49,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR2729096,NODE_16_length_109156_cov_20.071475,72638,72964,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR2729096,NODE_16_length_109156_cov_20.071475,73583,74177,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.03,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR2729096,NODE_16_length_109156_cov_20.071475,87832,88461,+,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR2729096,NODE_48_length_1560_cov_3.258204,1287,1479,-,ColpVC_1,1-193/193,===============,0/0,100.00,100.00,plasmidfinder,JX133088,ColpVC_1__JX133088,
ERR2729103,NODE_54_length_706_cov_1.410138,274,404,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,86.26,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2729124,NODE_27_length_41666_cov_79.657687,10539,10798,-,IncFII(29)_1_pUTI89,1-259/259,========/======,1/1,100.00,95.77,plasmidfinder,CP003035,IncFII(29)_1_pUTI89_CP003035,
ERR2729157,NODE_44_length_3656_cov_422.198556,1560,1713,+,Col156_1,1-154/154,===============,0/0,100.00,97.40,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR2759903,NODE_45_length_23926_cov_21.153617,9784,10200,-,IncA/C2_1,1-417/417,===============,0/0,100.00,100.00,plasmidfinder,JN157804,IncA/C2_1__JN157804,
ERR2759903,NODE_55_length_3552_cov_369.992565,152,433,-,Col440II_1,1-282/282,===============,0/0,100.00,97.87,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
ERR2759903,NODE_55_length_3552_cov_369.992565,3435,3552,-,ColRNAI_1,12-128/130,.=======/======,1/1,90.00,84.75,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR2759903,NODE_56_length_3371_cov_564.025935,3245,3354,-,Col440I_1,1-110/114,===============,0/0,96.49,90.91,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR2759903,NODE_60_length_2240_cov_490.817849,18,131,+,Col440I_1,1-114/114,===============,0/0,100.00,96.49,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR277231,NODE_25_length_53527_cov_14.025396,46204,46465,-,IncFII(pRSB107)_1_pRSB107,1-261/261,========/======,1/1,100.00,96.18,plasmidfinder,AJ851089,IncFII(pRSB107)_1_pRSB107_AJ851089,
ERR277231,NODE_33_length_34057_cov_4.908888,4566,4887,-,IncI2_1_Delta,1-316/316,========/======,1/6,100.00,97.83,plasmidfinder,AP002527,IncI2_1_Delta_AP002527,
ERR277231,NODE_46_length_6702_cov_48.498420,1775,1905,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR277231,NODE_52_length_4445_cov_37.761503,104,232,+,ColRNAI_1,1-128/130,========/======,1/1,98.46,82.95,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR277231,NODE_52_length_4445_cov_37.761503,4015,4297,+,Col440II_1,2-281/282,========/======,1/3,99.29,80.21,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
ERR277231,NODE_53_length_4327_cov_11.922519,148,430,-,Col440II_1,2-281/282,========/======,1/3,99.29,84.10,plasmidfinder,CP023921.1,Col440II_1__CP023921.1,
ERR277231,NODE_53_length_4327_cov_11.922519,4096,4224,-,ColRNAI_1,1-128/130,========/======,4/5,96.92,81.68,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR304823,NODE_44_length_4121_cov_48.745942,2699,2903,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR3060906,NODE_37_length_4121_cov_702.058042,658,862,-,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR3397766,NODE_25_length_61612_cov_41.628491,32175,32501,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR3397766,NODE_25_length_61612_cov_41.628491,33120,33714,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR3397766,NODE_25_length_61612_cov_41.628491,49197,49826,+,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR3397766,NODE_27_length_58778_cov_76.316792,55609,56105,-,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR3397766,NODE_58_length_6490_cov_471.557265,6395,6490,-,Col440I_1,16-111/114,..=============,0/0,84.21,87.50,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3397766,NODE_64_length_4799_cov_627.559865,2507,2637,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3397766,NODE_65_length_4652_cov_73.550794,2113,2794,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR3580756,NODE_16_length_122704_cov_39.453783,113001,113630,-,IncHI2A_1,1-630/630,===============,0/0,100.00,99.52,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR3580756,NODE_45_length_6417_cov_40.526025,138,464,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR3580756,NODE_45_length_6417_cov_40.526025,1083,1677,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.20,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR3580763,NODE_44_length_5686_cov_604.592612,1772,1891,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3580763,NODE_48_length_3806_cov_438.709677,2354,2507,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3580763,NODE_51_length_2672_cov_417.815438,1324,1437,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3580786,NODE_37_length_5708_cov_1306.492275,1027,1146,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3580786,NODE_38_length_3828_cov_999.527059,403,556,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3580786,NODE_39_length_2694_cov_915.649981,122,235,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3580828,NODE_46_length_5686_cov_597.652815,2992,3111,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3580828,NODE_48_length_3806_cov_516.065049,1426,1579,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3580828,NODE_52_length_2672_cov_592.680932,1533,1646,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3580828,NODE_53_length_2151_cov_3299.402195,690,882,-,ColpVC_1,1-193/193,===============,0/0,100.00,98.96,plasmidfinder,JX133088,ColpVC_1__JX133088,
ERR3581071,NODE_45_length_5686_cov_1699.687977,975,1094,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581071,NODE_48_length_3806_cov_916.409757,385,538,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581071,NODE_50_length_2672_cov_739.405808,379,492,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581082,NODE_49_length_5686_cov_984.134612,3517,3636,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581082,NODE_51_length_3806_cov_796.407625,506,659,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581082,NODE_54_length_2672_cov_955.521207,2298,2411,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581090,NODE_19_length_95346_cov_39.998300,9214,9355,-,IncI1_1_Alpha,1-142/142,===============,0/0,100.00,100.00,plasmidfinder,AP005147,IncI1_1_Alpha_AP005147,
ERR3581090,NODE_42_length_6988_cov_1777.979086,1162,1338,-,ColE10_1,1-177/177,===============,0/0,100.00,85.31,plasmidfinder,X01654,ColE10_1__X01654,
ERR3581104,NODE_82_length_1094_cov_1.523107,478,608,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,89.31,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581245,NODE_36_length_5686_cov_883.411295,5259,5378,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581245,NODE_37_length_3806_cov_763.910157,2791,2944,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581245,NODE_39_length_2672_cov_725.737104,536,649,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581325,NODE_43_length_5686_cov_1124.401527,2986,3105,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581325,NODE_46_length_3806_cov_1042.089043,2649,2802,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581325,NODE_48_length_2672_cov_617.034773,1324,1437,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581337,NODE_41_length_5686_cov_735.957379,2153,2272,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581337,NODE_45_length_3806_cov_613.343908,122,275,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581337,NODE_47_length_2672_cov_410.483378,583,696,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581363,NODE_38_length_5686_cov_1000.949387,2927,3046,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581363,NODE_40_length_3806_cov_900.196481,170,323,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581363,NODE_41_length_2672_cov_573.423386,583,696,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581448,NODE_65_length_5686_cov_940.617297,4275,4394,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581448,NODE_69_length_3806_cov_1016.942149,2649,2802,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581448,NODE_70_length_2672_cov_686.928544,2181,2294,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581452,NODE_90_length_5791_cov_923.768480,3032,3151,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581452,NODE_96_length_3806_cov_1220.491336,170,323,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581452,NODE_98_length_2672_cov_958.802828,2153,2266,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581478,NODE_69_length_4648_cov_960.392336,4348,4478,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581511,NODE_45_length_5686_cov_472.894690,3796,3915,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581511,NODE_48_length_3806_cov_437.185817,1730,1883,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581511,NODE_52_length_2672_cov_413.533435,536,649,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581521,NODE_46_length_5708_cov_1550.953472,1794,1913,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581521,NODE_48_length_3828_cov_1103.094641,3172,3325,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581521,NODE_51_length_2694_cov_871.191441,433,546,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581554,NODE_43_length_5708_cov_1106.813710,5408,5527,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581554,NODE_46_length_3828_cov_747.788856,573,726,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581554,NODE_49_length_2694_cov_504.617501,1188,1301,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581561,NODE_32_length_48574_cov_30.482277,20605,20931,-,IncHI2_1,1-327/327,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2_1__BX664015,
ERR3581561,NODE_32_length_48574_cov_30.482277,21549,22143,-,RepA_1_pKPC-CAV1321,2-596/596,========/======,2/2,99.66,80.37,plasmidfinder,CP011611,RepA_1_pKPC-CAV1321_CP011611,
ERR3581561,NODE_32_length_48574_cov_30.482277,35797,36426,+,IncHI2A_1,1-630/630,===============,0/0,100.00,100.00,plasmidfinder,BX664015,IncHI2A_1__BX664015,
ERR3581580,NODE_40_length_5686_cov_1661.370094,5540,5659,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581580,NODE_42_length_3806_cov_1282.565183,177,330,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581580,NODE_44_length_2672_cov_1317.828429,351,464,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581700,NODE_46_length_5708_cov_756.297816,4755,4874,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581700,NODE_49_length_3828_cov_685.264996,140,293,+,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581700,NODE_51_length_2694_cov_382.753535,301,414,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581739,NODE_41_length_5686_cov_2328.687267,4479,4598,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581739,NODE_44_length_3806_cov_1391.040523,177,330,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581739,NODE_47_length_2672_cov_1202.891479,1381,1494,+,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581742,NODE_41_length_5708_cov_2330.436157,1794,1913,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581742,NODE_43_length_3828_cov_2109.882165,1497,1650,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581742,NODE_46_length_2694_cov_2113.104318,1324,1437,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581757,NODE_50_length_5686_cov_452.359261,3833,3952,+,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581757,NODE_53_length_3806_cov_398.234338,1346,1499,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581757,NODE_57_length_2672_cov_428.667176,2209,2322,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581817,NODE_40_length_5686_cov_1207.484639,4275,4394,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581817,NODE_42_length_3806_cov_1034.121034,177,330,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581817,NODE_45_length_2672_cov_921.968284,1921,2034,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3581821,NODE_45_length_4648_cov_6436.283693,3490,3620,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581882,NODE_25_length_48255_cov_130.210851,15286,15782,+,IncFIC(FII)_1,1-499/499,========/======,1/2,99.60,93.79,plasmidfinder,AP001918,IncFIC(FII)_1__AP001918,
ERR3581882,NODE_44_length_5572_cov_128.672467,2113,2794,+,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.00,97.65,plasmidfinder,AP001918,IncFIB(AP001918)_1__AP001918,
ERR3581882,NODE_50_length_4121_cov_2824.911953,3834,4038,+,Col8282_1,1-205/207,===============,0/0,99.03,89.76,plasmidfinder,DQ995352,Col8282_1__DQ995352,
ERR3581944,NODE_39_length_5686_cov_992.158409,1772,1891,-,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3581944,NODE_42_length_3806_cov_813.723807,383,536,-,Col156_1,1-154/154,===============,0/0,100.00,94.81,plasmidfinder,NC_009781,Col156_1__NC_009781,
ERR3581944,NODE_44_length_2672_cov_815.658387,1324,1437,-,Col440I_1,1-114/114,===============,0/0,100.00,91.23,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3635477,NODE_297_length_213_cov_1.012658,92,213,-,ColRNAI_1,10-130/130,.=======/======,1/1,93.08,89.34,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3635492,NODE_152_length_402_cov_1.023055,195,325,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,88.55,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3635508,NODE_100_length_761_cov_2.549575,670,761,-,Col440I_1,23-114/114,...============,0/0,80.70,93.48,plasmidfinder,CP023920.1,Col440I_1__CP023920.1,
ERR3635508,NODE_101_length_733_cov_1832.834808,486,616,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,86.26,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3635998,NODE_100_length_3058_cov_169.240426,2110,2240,-,ColRNAI_1,1-130/130,========/======,1/1,100.00,87.79,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
ERR3635998,NODE_99_length_3134_cov_181.224099,2254,2384,+,ColRNAI_1,1-130/130,========/======,1/1,100.00,90.08,plasmidfinder,DQ298019,ColRNAI_1__DQ298019,
