#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
SRR13330731,NODE_42_length_6674_cov_45.130059,5759,6340,-,aac(6')-IIc_1,1-582/582,===============,0/0,100.00,100.00,resfinder,NC_012555,aac(6')-IIc,Gentamicin;Tobramycin
SRR13330731,NODE_46_length_4612_cov_41.752150,3603,4463,-,blaSHV-12_1,1-861/861,===============,0/0,100.00,100.00,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
SRR13330731,NODE_47_length_4103_cov_39.627670,181,996,+,aph(3')-Ia_10,1-816/816,===============,0/0,100.00,100.00,resfinder,EU855787,aph(3')-Ia,
SRR13330731,NODE_49_length_4019_cov_92.450533,2765,3334,+,dfrA19_1,1-570/570,===============,0/0,100.00,100.00,resfinder,EU855687,dfrA19,Trimethoprim
SRR13330731,NODE_51_length_3679_cov_36.885064,777,1961,+,tet(D)_1,1-1185/1185,===============,0/0,100.00,100.00,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
SRR13330731,NODE_58_length_2024_cov_91.256292,370,1014,+,qnrB2_1,1-645/645,===============,0/0,100.00,100.00,resfinder,DQ351242,qnrB2,Ciprofloxacin
SRR13330731,NODE_61_length_1530_cov_78.609085,522,1382,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13330731,NODE_62_length_1444_cov_88.097293,9,845,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13330731,NODE_66_length_1062_cov_147.299492,25,891,-,sul1_5,1-867/867,===============,0/0,100.00,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
SRR13330731,NODE_67_length_1003_cov_39.701944,130,942,-,aadA2_1,7-819/819,===============,0/0,99.27,99.88,resfinder,NC_010870,aadA2,Streptomycin
SRR13332538,NODE_3_length_320579_cov_11.514576,144833,145270,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13332538,NODE_41_length_12309_cov_16.196018,4133,5338,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13332538,NODE_48_length_4496_cov_16.279216,64,900,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13332538,NODE_48_length_4496_cov_16.279216,900,1703,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13332538,NODE_48_length_4496_cov_16.279216,1764,2579,-,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13357453,NODE_1_length_755505_cov_51.768695,164039,164476,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13357453,NODE_36_length_12709_cov_55.561590,4151,5356,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13357453,NODE_40_length_4540_cov_54.966390,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13357453,NODE_40_length_4540_cov_54.966390,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13357453,NODE_40_length_4540_cov_54.966390,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13357453,NODE_47_length_2068_cov_56.614766,610,1470,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13362214,NODE_106_length_1842_cov_6.917739,141,944,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13362214,NODE_106_length_1842_cov_6.917739,944,1780,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13362214,NODE_110_length_1638_cov_7.428301,202,1062,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13362214,NODE_2_length_217688_cov_4.943124,144833,145270,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13362214,NODE_70_length_14940_cov_13.776755,901,2820,+,tet(M)_8,1-1920/1920,===============,0/0,100.00,96.15,resfinder,X04388,tet(M),Doxycycline;Tetracycline;Minocycline
SRR13362214,NODE_70_length_14940_cov_13.776755,4748,5549,-,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
SRR13362214,NODE_70_length_14940_cov_13.776755,5632,6891,-,cmlA1_1,1-1260/1260,===============,0/0,100.00,99.92,resfinder,M64556,cmlA1,Chloramphenicol
SRR13362214,NODE_70_length_14940_cov_13.776755,7153,7954,-,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
SRR13362214,NODE_75_length_11428_cov_5.963598,761,1966,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13362214,NODE_96_length_3327_cov_12.302567,952,2165,+,floR_2,1-1214/1215,===============,0/0,99.92,98.11,resfinder,AF118107,floR,Chloramphenicol;Florfenicol
SRR13427770,NODE_1_length_716928_cov_27.956493,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13427770,NODE_40_length_18776_cov_34.704155,10218,11423,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13427770,NODE_43_length_4540_cov_30.899619,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13427770,NODE_43_length_4540_cov_30.899619,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13427770,NODE_43_length_4540_cov_30.899619,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13427770,NODE_50_length_2068_cov_35.128579,610,1470,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13444208,NODE_1_length_628522_cov_18.718435,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13444208,NODE_46_length_18774_cov_21.644542,7353,8558,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13444208,NODE_52_length_6420_cov_22.578591,149,1208,-,ere(A)_2,167-1227/1227,.=======/======,2/3,86.31,99.44,resfinder,AF099140,ere(A),Erythromycin
SRR13444208,NODE_52_length_6420_cov_22.578591,5505,6086,-,aac(6')-IIc_1,1-582/582,===============,0/0,100.00,100.00,resfinder,NC_012555,aac(6')-IIc,Gentamicin;Tobramycin
SRR13444208,NODE_59_length_4614_cov_22.736390,150,1010,+,blaSHV-12_1,1-861/861,===============,0/0,100.00,100.00,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
SRR13444208,NODE_63_length_4103_cov_22.957029,3108,3923,-,aph(3')-Ia_10,1-816/816,===============,0/0,100.00,100.00,resfinder,EU855787,aph(3')-Ia,
SRR13444208,NODE_64_length_4019_cov_22.255961,686,1255,-,dfrA19_1,1-570/570,===============,0/0,100.00,100.00,resfinder,EU855687,dfrA19,Trimethoprim
SRR13444208,NODE_70_length_2559_cov_19.115230,208,1827,+,mcr-9_1,1-1620/1620,===============,0/0,100.00,100.00,resfinder,NZ_NAAN01000063.1,mcr-9,
SRR13444208,NODE_74_length_1530_cov_44.270475,522,1382,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13444208,NODE_75_length_1444_cov_38.425750,9,845,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13444208,NODE_77_length_1316_cov_39.338176,25,891,-,sul1_5,1-867/867,===============,0/0,100.00,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
SRR13444208,NODE_82_length_1003_cov_25.701944,62,874,+,aadA2_1,7-819/819,===============,0/0,99.27,99.88,resfinder,NC_010870,aadA2,Streptomycin
SRR13482807,NODE_1_length_628188_cov_25.315430,482608,483045,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13482807,NODE_35_length_12713_cov_28.688192,7354,8559,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13482807,NODE_38_length_4540_cov_25.716334,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13482807,NODE_38_length_4540_cov_25.716334,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13482807,NODE_38_length_4540_cov_25.716334,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13482807,NODE_43_length_2068_cov_27.602210,610,1470,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13483550,NODE_1_length_628522_cov_20.736216,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13483550,NODE_40_length_4540_cov_32.232579,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13483550,NODE_40_length_4540_cov_32.232579,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13483550,NODE_40_length_4540_cov_32.232579,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13483550,NODE_45_length_2069_cov_27.725402,598,1458,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13491573,NODE_1_length_628233_cov_27.307989,482942,483379,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13505138,NODE_1_length_714977_cov_20.472407,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13505138,NODE_37_length_18776_cov_25.635756,7354,8559,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13505138,NODE_43_length_4540_cov_23.738965,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13505138,NODE_43_length_4540_cov_23.738965,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13505138,NODE_43_length_4540_cov_23.738965,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13505138,NODE_50_length_2068_cov_22.571572,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13563375,NODE_102_length_4103_cov_11.312717,181,996,+,aph(3')-Ia_10,1-816/816,===============,0/0,100.00,100.00,resfinder,EU855787,aph(3')-Ia,
SRR13563375,NODE_104_length_4019_cov_26.897768,686,1255,-,dfrA19_1,1-570/570,===============,0/0,100.00,100.00,resfinder,EU855687,dfrA19,Trimethoprim
SRR13563375,NODE_108_length_2659_cov_15.140976,1646,2290,-,qnrB2_1,1-645/645,===============,0/0,100.00,100.00,resfinder,DQ351242,qnrB2,Ciprofloxacin
SRR13563375,NODE_110_length_2559_cov_16.096293,733,2352,-,mcr-9_1,1-1620/1620,===============,0/0,100.00,100.00,resfinder,NZ_NAAN01000063.1,mcr-9,
SRR13563375,NODE_11_length_114242_cov_19.178724,12549,12986,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13563375,NODE_120_length_1444_cov_50.904170,9,845,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13563375,NODE_125_length_1288_cov_21.978530,1,690,-,blaTEM-104_1,1-690/861,=============..,0/0,80.14,100.00,resfinder,AF516719,blaTEM-104,
SRR13563375,NODE_130_length_1062_cov_42.559391,25,891,-,sul1_5,1-867/867,===============,0/0,100.00,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
SRR13563375,NODE_132_length_1003_cov_17.632829,130,942,-,aadA2_1,7-819/819,===============,0/0,99.27,99.88,resfinder,NC_010870,aadA2,Streptomycin
SRR13563375,NODE_80_length_11973_cov_20.015131,10218,11423,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13563375,NODE_91_length_6534_cov_18.827009,195,776,+,aac(6')-IIc_1,1-582/582,===============,0/0,100.00,100.00,resfinder,NC_012555,aac(6')-IIc,Gentamicin;Tobramycin
SRR13563375,NODE_91_length_6534_cov_18.827009,5073,6132,+,ere(A)_2,167-1227/1227,.=======/======,2/3,86.31,99.44,resfinder,AF099140,ere(A),Erythromycin
SRR13563375,NODE_99_length_4614_cov_14.567776,150,1010,+,blaSHV-12_1,1-861/861,===============,0/0,100.00,100.00,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
SRR13565425,NODE_1_length_715139_cov_37.139665,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13565425,NODE_41_length_12709_cov_37.562777,4151,5356,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13565425,NODE_46_length_4540_cov_37.775711,86,922,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13565425,NODE_46_length_4540_cov_37.775711,922,1725,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13565425,NODE_46_length_4540_cov_37.775711,1786,2601,-,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13565425,NODE_50_length_2068_cov_44.447012,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13628397,NODE_1_length_461455_cov_31.030225,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13628397,NODE_47_length_18776_cov_27.896198,10218,11423,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13628397,NODE_52_length_4540_cov_33.807529,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13628397,NODE_52_length_4540_cov_33.807529,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13628397,NODE_52_length_4540_cov_33.807529,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13628397,NODE_56_length_2068_cov_31.671522,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13645894,NODE_4_length_329242_cov_15.229900,183684,184121,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13649657,NODE_1_length_628690_cov_46.650039,145312,145749,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13649657,NODE_52_length_5861_cov_56.876383,4155,5360,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13649657,NODE_56_length_4538_cov_54.295449,1938,2753,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13649657,NODE_56_length_4538_cov_54.295449,2814,3617,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13649657,NODE_56_length_4538_cov_54.295449,3617,4453,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13649657,NODE_66_length_2068_cov_59.849824,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13660520,NODE_1_length_729744_cov_27.196148,584164,584601,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13660520,NODE_34_length_18776_cov_33.407990,10218,11423,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13660520,NODE_38_length_5285_cov_106.611943,4226,4870,+,qnrB19_1,1-645/645,===============,0/0,100.00,100.00,resfinder,EU432277,qnrB19,Ciprofloxacin
SRR13660520,NODE_40_length_4540_cov_30.305176,86,922,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13660520,NODE_40_length_4540_cov_30.305176,922,1725,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13660520,NODE_40_length_4540_cov_30.305176,1786,2601,-,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13660520,NODE_44_length_2068_cov_32.521346,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13672973,NODE_48_length_12669_cov_36.965832,7332,8537,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13672973,NODE_4_length_258895_cov_31.243965,145122,145559,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13700284,NODE_19_length_94137_cov_35.920197,15977,16414,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13700284,NODE_44_length_11880_cov_38.238647,480,1685,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13700284,NODE_49_length_4495_cov_38.000000,1917,2732,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13700284,NODE_49_length_4495_cov_38.000000,2793,3596,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13700284,NODE_49_length_4495_cov_38.000000,3596,4432,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13700284,NODE_51_length_2023_cov_40.795224,588,1448,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13719138,NODE_1_length_628188_cov_25.517760,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13719138,NODE_37_length_18776_cov_30.060057,7354,8559,-,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13719138,NODE_42_length_4540_cov_29.197177,86,922,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13719138,NODE_42_length_4540_cov_29.197177,922,1725,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13719138,NODE_42_length_4540_cov_29.197177,1786,2601,-,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13719138,NODE_47_length_2068_cov_32.452536,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13734544,NODE_12_length_139404_cov_31.978547,65198,66403,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13734544,NODE_1_length_604571_cov_25.600067,458991,459428,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13736946,NODE_3_length_301991_cov_21.979189,145144,145581,-,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13736946,NODE_54_length_18776_cov_23.125675,10218,11423,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13736946,NODE_63_length_4540_cov_20.981627,1940,2755,+,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13736946,NODE_63_length_4540_cov_20.981627,2816,3619,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13736946,NODE_63_length_4540_cov_20.981627,3619,4455,+,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13736946,NODE_74_length_2068_cov_25.406831,599,1459,+,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13762670,NODE_151_length_4539_cov_23.910802,85,921,-,aph(6)-Id_1,1-837/837,===============,0/0,100.00,100.00,resfinder,M28829,aph(6)-Id,Streptomycin
SRR13762670,NODE_151_length_4539_cov_23.910802,921,1724,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100.00,100.00,resfinder,AF321551,aph(3'')-Ib,Streptomycin
SRR13762670,NODE_151_length_4539_cov_23.910802,1785,2600,-,sul2_3,1-816/816,===============,0/0,100.00,100.00,resfinder,HQ840942,sul2,Sulfamethoxazole
SRR13762670,NODE_168_length_2068_cov_22.595681,610,1470,-,blaTEM-1B_1,1-861/861,===============,0/0,100.00,100.00,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
SRR13762670,NODE_62_length_29290_cov_20.153014,15504,15941,+,aac(6')-Iaa_1,1-438/438,===============,0/0,100.00,100.00,resfinder,NC_003197,aac(6')-Iaa,Amikacin;Tobramycin
SRR13768462,NODE_1_length_410093_cov_24.230493,409097,409912,-,aph(3')-Ia_10,1-816/816,===============,0/0,100.00,100.00,resfinder,EU855787,aph(3')-Ia,
SRR13768462,NODE_40_length_24352_cov_29.493718,733,2352,-,mcr-9_1,1-1620/1620,===============,0/0,100.00,100.00,resfinder,NZ_NAAN01000063.1,mcr-9,
SRR13768462,NODE_42_length_18775_cov_25.733822,10217,11422,+,tet(B)_2,1-1206/1206,===============,0/0,100.00,100.00,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
SRR13768462,NODE_47_length_6420_cov_23.131484,149,1208,-,ere(A)_2,167-1227/1227,.=======/======,2/3,86.31,99.44,resfinder,AF099140,ere(A),Erythromycin
SRR13768462,NODE_47_length_6420_cov_23.131484,5505,6086,-,aac(6')-IIc_1,1-582/582,===============,0/0,100.00,100.00,resfinder,NC_012555,aac(6')-IIc,Gentamicin;Tobramycin
SRR13768462,NODE_51_length_4614_cov_20.274851,150,1010,+,blaSHV-12_1,1-861/861,===============,0/0,100.00,100.00,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
SRR13768462,NODE_54_length_4019_cov_23.326991,2765,3334,+,dfrA19_1,1-570/570,===============,0/0,100.00,100.00,resfinder,EU855687,dfrA19,Trimethoprim
