"","id","Isolation source","Year","Source","Continent"
"856","SRR6110972","Enviromental","2017","Environmental/Others","Europe"
"857","SRR6110979","human","2017","Clinical","Europe"
"858","SRR6110984","human","2017","Clinical","Europe"
"859","SRR6110988","human","2017","Clinical","Europe"
"860","SRR6110989","human","2017","Clinical","Europe"
"861","SRR6110990","human","2017","Clinical","Europe"
"862","SRR6110992","human","2017","Clinical","Europe"
"863","SRR6110995","human","2017","Clinical","Europe"
"864","SRR6110997","human","2017","Clinical","Europe"
"865","SRR6111003","human","2017","Clinical","Europe"
"866","SRR6111013","human","2017","Clinical","Europe"
"867","SRR6111015","human","2017","Clinical","Europe"
"868","SRR6111017","human","2017","Clinical","Europe"
"869","SRR6111022",NA,"2017","Environmental/Others","Europe"
"870","SRR6111026","human","2017","Clinical","Europe"
"871","SRR6111028",NA,"2017","Environmental/Others","Europe"
"872","SRR6111030","human","2017","Clinical","Europe"
"873","SRR6111036","human","2017","Clinical","Europe"
"874","SRR6111040","human","2017","Clinical","Europe"
"875","SRR6111046","human","2017","Clinical","Europe"
"876","SRR6111047","human","2017","Clinical","Europe"
"877","SRR6111049",NA,"2017","Environmental/Others","Europe"
"878","SRR6111050","Enviromental","2017","Environmental/Others","Europe"
"879","SRR6111051","human","2017","Clinical","Europe"
"880","SRR6111054","human","2017","Clinical","Europe"
"881","SRR6111058","human","2017","Clinical","Europe"
"882","SRR6111062","human","2017","Clinical","Europe"
"883","SRR6111077","human","2017","Clinical","Europe"
"884","SRR6111078","human","2017","Clinical","Europe"
"885","SRR6111079","human","2017","Clinical","Europe"
"886","SRR6111081",NA,"2017","Environmental/Others","Europe"
"887","SRR6111104","human","2017","Clinical","Europe"
"888","SRR6111108","human","2017","Clinical","Europe"
"889","SRR6111110","human","2017","Clinical","Europe"
"890","SRR6111111","human","2017","Clinical","Europe"
"891","SRR6111112","Enviromental","2017","Environmental/Others","Europe"
"892","SRR6111115","human","2017","Clinical","Europe"
"893","SRR6111190","human","2017","Clinical","Europe"
"894","SRR6111193","human","2017","Clinical","Europe"
"895","SRR6111196","human","2017","Clinical","Europe"
"896","SRR6111199","human","2017","Clinical","Europe"
"897","SRR6111204","human","2017","Clinical","Europe"
"898","SRR6111207","Enviromental","2017","Environmental/Others","Europe"
"899","SRR6111212","human","2017","Clinical","Europe"
"900","SRR6111220","human","2017","Clinical","Europe"
"901","SRR6111221","human","2017","Clinical","Europe"
"902","SRR6111224","human","2017","Clinical","Europe"
"903","SRR6111230","Enviromental","2017","Environmental/Others","Europe"
"904","SRR6111242","human","2017","Clinical","Europe"
"905","SRR6111243","human","2017","Clinical","Europe"
"906","SRR6111245","human","2017","Clinical","Europe"
"907","SRR6111251","human","2017","Clinical","Europe"
"908","SRR6111253","Enviromental","2017","Environmental/Others","Europe"
"909","SRR6111257","human","2017","Clinical","Europe"
"910","SRR6111284","human","2017","Clinical","Europe"
"911","SRR6111287","human","2017","Clinical","Europe"
"912","SRR6111293","human","2017","Clinical","Europe"
"913","SRR6111296","human","2017","Clinical","Europe"
"914","SRR6111311","human","2017","Clinical","Europe"
"915","SRR6111312",NA,"2017","Environmental/Others","Europe"
"916","SRR6111315","human","2017","Clinical","Europe"
"917","SRR6111318","human","2017","Clinical","Europe"
"918","SRR6111343","human","2017","Clinical","Europe"
"919","SRR6111345","human","2017","Clinical","Europe"
"920","SRR6111346","human","2017","Clinical","Europe"
"921","SRR6111351","human","2017","Clinical","Europe"
"922","SRR6114064","human","2017","Clinical","Europe"
"923","SRR6114067","Enviromental","2017","Environmental/Others","Europe"
"924","SRR6114068","human","2017","Clinical","Europe"
"925","SRR6114070","human","2017","Clinical","Europe"
"926","SRR6114072","human","2017","Clinical","Europe"
"927","SRR6114074","human","2017","Clinical","Europe"
"928","SRR6114077","Enviromental","2017","Environmental/Others","Europe"
"929","SRR6114086","human","2017","Clinical","Europe"
"930","SRR6114089","human","2017","Clinical","Europe"
"931","SRR6114096","human","2017","Clinical","Europe"
"932","SRR6114101","Enviromental","2017","Environmental/Others","Europe"
"933","SRR6114104","human","2017","Clinical","Europe"
"934","SRR6116788","human","2017","Clinical","Europe"
"935","SRR6116789","human","2017","Clinical","Europe"
"936","SRR6116791","human","2017","Clinical","Europe"
"937","SRR6116798","human","2017","Clinical","Europe"
"938","SRR6116802","human","2017","Clinical","Europe"
"939","SRR6116805",NA,"2017","Environmental/Others","Europe"
"940","SRR6116806","food","2017","Environmental/Others","Europe"
"941","SRR6116810","human","2017","Clinical","Europe"
"942","SRR6116892","human","2017","Clinical","Europe"
"943","SRR6116896","human","2017","Clinical","Europe"
"944","SRR6116905","human","2017","Clinical","Europe"
"945","SRR6116907",NA,"2017","Environmental/Others","Europe"
"946","SRR6116908","human","2017","Clinical","Europe"
"947","SRR6116915","human","2017","Clinical","Europe"
"948","SRR6116929","human","2017","Clinical","Europe"
"949","SRR6116930","human","2017","Clinical","Europe"
"950","SRR6116931","human","2017","Clinical","Europe"
"951","SRR6116937","food","2017","Environmental/Others","Europe"
"952","SRR6116953","human","2017","Clinical","Europe"
"953","SRR6116963","human","2017","Clinical","Europe"
"954","SRR6116964","human","2017","Clinical","Europe"
"955","SRR6116965","human","2017","Clinical","Europe"
"956","SRR6116967",NA,"2017","Environmental/Others","Europe"
"957","SRR6116969","human","2017","Clinical","Europe"
"958","SRR6116974","human","2017","Clinical","Europe"
"959","SRR6116977","human","2017","Clinical","Europe"
"960","SRR6116980",NA,"2017","Environmental/Others","Europe"
"961","SRR6117469","human","2017","Clinical","Europe"
"962","SRR6117470","human","2017","Clinical","Europe"
"963","SRR6117476","food","2017","Environmental/Others","Europe"
"964","SRR6117497","human","2017","Clinical","Europe"
"965","SRR6117514","human","2017","Clinical","Europe"
"966","SRR6117517","human","2017","Clinical","Europe"
"967","SRR6117640","human","2017","Clinical","Europe"
"968","SRR6117642","human","2017","Clinical","Europe"
"969","SRR6117644","human","2017","Clinical","Europe"
"970","SRR6117745","human","2017","Clinical","Europe"
"971","SRR6117746","human","2017","Clinical","Europe"
"972","SRR6117747","human","2017","Clinical","Europe"
"973","SRR6117750","human","2017","Clinical","Europe"
"974","SRR6117751","human","2017","Clinical","Europe"
"975","SRR6117752","human","2017","Clinical","Europe"
"976","SRR6117759","human","2017","Clinical","Europe"
"977","SRR6117779","human","2017","Clinical","Europe"
"978","SRR6117784","human","2017","Clinical","Europe"
"979","SRR6117787","human","2017","Clinical","Europe"
"980","SRR6117789","human","2017","Clinical","Europe"
"981","SRR6117794","human","2017","Clinical","Europe"
"982","SRR6117799","human","2017","Clinical","Europe"
"983","SRR6117804","food","2017","Environmental/Others","Europe"
"984","SRR6117806","human","2017","Clinical","Europe"
"985","SRR6117809","human","2017","Clinical","Europe"
"986","SRR6117819","human","2017","Clinical","Europe"
"987","SRR6117826","human","2017","Clinical","Europe"
"988","SRR6117830","human","2017","Clinical","Europe"
"989","SRR6117836","human","2017","Clinical","Europe"
"990","SRR6117838","human","2017","Clinical","Europe"
"991","SRR6117839","human","2017","Clinical","Europe"
"992","SRR6117843","food","2017","Environmental/Others","Europe"
"993","SRR6117846","human","2017","Clinical","Europe"
"994","SRR6117847","human","2017","Clinical","Europe"
"995","SRR6117853","human","2017","Clinical","Europe"
"996","SRR6117854","human","2017","Clinical","Europe"
"997","SRR6134083",NA,"2017","Clinical","North America"
"998","SRR6143728",NA,"2017","Clinical","North America"
"999","ERR1590173",NA,"2017","Environmental/Others","Others"
"1000","ERR1558655",NA,"2017","Environmental/Others","Others"
"1001","ERR1590177",NA,"2017","Environmental/Others","Others"
"1002","ERR1590179",NA,"2017","Environmental/Others","Others"
"1003","ERR1592593",NA,"2017","Environmental/Others","Others"
"1004","ERR1592605",NA,"2017","Environmental/Others","Others"
"1005","ERR1558654",NA,"2017","Environmental/Others","Others"
"1006","ERR1590194",NA,"2017","Environmental/Others","Others"
"1007","ERR1592594",NA,"2017","Environmental/Others","Others"
"1008","ERR1592607",NA,"2017","Environmental/Others","Europe"
"1009","ERR1558652",NA,"2017","Environmental/Others","Others"
"1010","ERR1558653",NA,"2017","Environmental/Others","Others"
"1011","ERR1592612",NA,"2017","Environmental/Others","Others"
"1012","ERR1592595",NA,"2017","Environmental/Others","Others"
"1013","ERR1592596",NA,"2017","Environmental/Others","Others"
"1014","ERR1590181",NA,"2017","Environmental/Others","Others"
"1015","SRR6192435",NA,"2017","Clinical","North America"
"1016","ERR2023513",NA,"2017","Environmental/Others","Europe"
"1017","ERR2023514",NA,"2017","Environmental/Others","Europe"
"1018","ERR2023525",NA,"2017","Environmental/Others","Europe"
"1019","ERR2023532",NA,"2017","Environmental/Others","Europe"
"1020","ERR2023533",NA,"2017","Environmental/Others","Europe"
"1021","ERR2023540",NA,"2017","Environmental/Others","Europe"
"1022","ERR2023550",NA,"2017","Environmental/Others","Europe"
"1023","ERR2023557",NA,"2017","Environmental/Others","Europe"
"1024","ERR2023570",NA,"2017","Environmental/Others","Europe"
"1025","ERR2023573",NA,"2017","Environmental/Others","Europe"
"1026","ERR2023577",NA,"2017","Environmental/Others","Europe"
"1027","ERR2023579",NA,"2017","Environmental/Others","Europe"
"1028","SRR6289911",NA,"2017","Clinical","North America"
"1029","SRR6299372",NA,"2017","Clinical","North America"
"1030","SRR6310503",NA,"2017","Clinical","North America"
"1031","SRR6345568","stool","2017","Clinical","North America"
"1032","SRR6353959","stool","2017","Clinical","North America"
"1033","SRR6371626",NA,"2017","Clinical","North America"
"1034","SRR6386384","stool","2017","Clinical","North America"
"1035","SRR6386387","blood","2017","Clinical","North America"
"1036","SRR6439963",NA,"2018","Clinical","North America"
"1037","ERR2202503","animal","2018","Environmental/Others","Europe"
"1038","ERR2202506","animal","2018","Environmental/Others","Europe"
"1039","ERR2202533","animal","2018","Environmental/Others","Europe"
"1040","ERR2202537","animal","2018","Environmental/Others","Europe"
"1041","ERR2202552","animal","2018","Environmental/Others","Europe"
"1042","ERR2202554","animal","2018","Environmental/Others","Europe"
"1043","ERR2202561","animal","2018","Environmental/Others","Europe"
"1044","ERR2202563","food","2018","Environmental/Others","Europe"
"1045","ERR2202567","food","2018","Environmental/Others","Europe"
"1046","SRR6457883","stool","2018","Clinical","North America"
"1047","SRR6481031",NA,"2018","Clinical","North America"
"1048","SRR6484715",NA,"2018","Clinical","North America"
"1049","SRR6514596",NA,"2018","Clinical","North America"
"1050","SRR6627714","raw intact pork","2018","Environmental/Others","North America"
"1051","SRR6650944","raw intact pork","2018","Environmental/Others","North America"
"1052","SRR6682076","stool","2018","Clinical","North America"
"1053","SRR6703629","stool","2018","Clinical","North America"
"1054","SRR6703765","stool","2018","Clinical","North America"
"1055","SRR6740048","animal-swine-market swine","2018","Environmental/Others","North America"
"1056","SRR6793649","animal-swine-market swine","2018","Environmental/Others","North America"
"1057","SRR6808662","human","2018","Clinical","Europe"
"1058","SRR6870489","stool","2018","Clinical","North America"
"1059","SRR6868299","human","2018","Clinical","Europe"
"1060","SRR6876253","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2018","Environmental/Others","North America"
"1061","SRR6881358","stool","2018","Clinical","North America"
"1062",NA,"human","2018","Clinical","Europe"
"1063",NA,"human","2018","Clinical","Europe"
"1064",NA,"human","2018","Clinical","Europe"
"1065",NA,"human","2018","Clinical","Europe"
"1066",NA,"human","2018","Clinical","Europe"
"1067",NA,"swine","2018","Environmental/Others","Europe"
"1068",NA,"swine","2018","Environmental/Others","Europe"
"1069",NA,"swine","2018","Environmental/Others","Europe"
"1070",NA,"swine","2018","Environmental/Others","Europe"
"1071",NA,"swine","2018","Environmental/Others","Europe"
"1072",NA,"swine","2018","Environmental/Others","Europe"
"1073",NA,"swine","2018","Environmental/Others","Europe"
"1074",NA,"swine","2018","Environmental/Others","Europe"
"1075",NA,"swine","2018","Environmental/Others","Europe"
"1076",NA,"human","2018","Clinical","Europe"
"1077",NA,"human","2018","Clinical","Europe"
"1078",NA,"human","2018","Clinical","Europe"
"1079",NA,"human","2018","Clinical","Europe"
"1080","SRR6895894","human","2018","Clinical","North America"
"1081","SRR6920153","Product-Raw-Intact-Pork","2018","Environmental/Others","North America"
"1082","SRR6940275",NA,"2018","Clinical","North America"
"1083","SRR6984314",NA,"2018","Clinical","North America"
"1084","SRR6984423",NA,"2018","Clinical","North America"
"1085","SRR6994862","stool","2018","Clinical","North America"
"1086","SRR7046166","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2018","Environmental/Others","North America"
"1087","SRR7056862","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2018","Environmental/Others","North America"
"1088","SRR7108597","human","2018","Clinical","Europe"
"1089","ERR2541841",NA,"2018","Environmental/Others","Europe"
"1090","ERR2541851",NA,"2018","Environmental/Others","Europe"
"1091","ERR2541852",NA,"2018","Environmental/Others","Europe"
"1092","ERR2541854",NA,"2018","Environmental/Others","Europe"
"1093","SRR7122582","human","2018","Clinical","Europe"
"1094","SRR7123280","human","2018","Clinical","Europe"
"1095","SRR7130341","pooled tissue (Sus scrofa domesticus)","2018","Environmental/Others","North America"
"1096","SRR7140675","human","2018","Clinical","Europe"
"1097","SRR7159876","human","2018","Clinical","Europe"
"1098","SRR7159886","human","2018","Clinical","Europe"
"1099","SRR7170345",NA,"2018","Clinical","North America"
"1100","SRR7170413",NA,"2018","Clinical","North America"
"1101","SRR7170530",NA,"2018","Clinical","North America"
"1102","SRR7172554","human","2018","Clinical","Europe"
"1103","SRR7179432","stool","2018","Clinical","North America"
"1104","SRR7180162","human","2018","Clinical","Europe"
"1105","SRR7184559","human","2018","Clinical","Europe"
"1106","SRR7184564","human","2018","Clinical","Europe"
"1107","SRR7184601","human","2018","Clinical","Europe"
"1108","SRR7187117","human","2018","Clinical","Europe"
"1109","SRR7187233","human","2018","Clinical","Europe"
"1110","SRR7187278","human","2018","Clinical","Europe"
"1111","SRR7187903","human","2018","Clinical","Europe"
"1112","SRR7187928","human","2018","Clinical","Europe"
"1113","SRR7187929","human","2018","Clinical","Europe"
"1114","SRR7187991","human","2018","Clinical","Europe"
"1115","SRR7187993","human","2018","Clinical","Europe"
"1116","SRR7191733","human","2018","Clinical","Europe"
"1117","SRR7191876","human","2018","Clinical","Europe"
"1118","SRR7192216","human","2018","Clinical","Europe"
"1119","SRR7441798","blood","2018","Clinical","Europe"
"1120","SRR7193934",NA,"2018","Clinical","North America"
"1121","SRR7204162",NA,"2018","Clinical","North America"
"1122","SRR7204179",NA,"2018","Clinical","North America"
"1123","SRR7204349","human","2018","Clinical","Europe"
"1124","SRR7204382","human","2018","Clinical","Europe"
"1125","SRR7204610","human","2018","Clinical","Europe"
"1126","SRR7209520","human","2018","Clinical","Europe"
"1127","SRR7209580","human","2018","Clinical","Europe"
"1128","SRR7215954","human","2018","Clinical","Europe"
"1129","SRR7216046","human","2018","Clinical","Europe"
"1130","SRR7218464",NA,"2018","Clinical","North America"
"1131","SRR7221296","human","2018","Clinical","Europe"
"1132","SRR7221396","human","2018","Clinical","Europe"
"1133","SRR7221418","human","2018","Clinical","Europe"
"1134","SRR7223202","human","2018","Clinical","Europe"
"1135","SRR7223252","human","2018","Clinical","Europe"
"1136","SRR7236100",NA,"2018","Clinical","North America"
"1137","SRR7236104",NA,"2018","Clinical","North America"
"1138","SRR7236719","human","2018","Clinical","Europe"
"1139","SRR7237464","human","2018","Clinical","Europe"
"1140","SRR7249860","human","2018","Clinical","Europe"
"1141","SRR7251045","human","2018","Clinical","Europe"
"1142",NA,"feces","2018","Clinical","Europe"
"1143","SRR7251504","human","2018","Clinical","Europe"
"1144","SRR7253201",NA,"2018","Clinical","North America"
"1145","SRR7253203",NA,"2018","Clinical","North America"
"1146","SRR7253206",NA,"2018","Clinical","North America"
"1147","SRR7257138","human","2018","Clinical","Europe"
"1148","SRR7267912","animal-swine-market swine","2018","Environmental/Others","North America"
"1149","SRR7269042",NA,"2018","Clinical","North America"
"1150","SRR7275028","human","2018","Clinical","Europe"
"1151","SRR7275086","human","2018","Clinical","Europe"
"1152","SRR7275141","human","2018","Clinical","Europe"
"1153","SRR7277772","human","2018","Clinical","Europe"
"1154","SRR7277815","human","2018","Clinical","Europe"
"1155","SRR7277890","human","2018","Clinical","Europe"
"1156","SRR7278079","human","2018","Clinical","Europe"
"1157","SRR7284354","human","2018","Clinical","Europe"
"1158","SRR7284371","human","2018","Clinical","Europe"
"1159","SRR7285686","human","2018","Clinical","Europe"
"1160","SRR7285744","human","2018","Clinical","Europe"
"1161","SRR7285787","human","2018","Clinical","Europe"
"1162","SRR7285868","human","2018","Clinical","Europe"
"1163","SRR7285912","human","2018","Clinical","Europe"
"1164","SRR7631795",NA,"2018","Environmental/Others","Europe"
"1165","SRR7631794",NA,"2018","Environmental/Others","Europe"
"1166","SRR7631796",NA,"2018","Environmental/Others","Europe"
"1167","SRR7286686","human","2018","Clinical","Europe"
"1168","SRR7286711","human","2018","Clinical","Europe"
"1169","SRR7286815","human","2018","Clinical","Europe"
"1170","SRR7286833","human","2018","Clinical","Europe"
"1171","SRR7286835","human","2018","Clinical","Europe"
"1172","SRR7286877","human","2018","Clinical","Europe"
"1173","SRR7286938","human","2018","Clinical","Europe"
"1174","SRR7291935","human","2018","Clinical","Europe"
"1175","SRR7292669","human","2018","Clinical","Europe"
"1176","SRR7292707","human","2018","Clinical","Europe"
"1177","SRR7292946","human","2018","Clinical","Europe"
"1178","SRR7292959","human","2018","Clinical","Europe"
"1179","SRR7292971","human","2018","Clinical","Europe"
"1180","SRR7292992","human","2018","Clinical","Europe"
"1181","SRR7297953","human","2018","Clinical","Europe"
"1182","SRR7297981","human","2018","Clinical","Europe"
"1183","SRR7299094","human","2018","Clinical","Europe"
"1184","SRR7299159","human","2018","Clinical","Europe"
"1185","SRR7300340",NA,"2018","Clinical","North America"
"1186","SRR7310605","human","2018","Clinical","Europe"
"1187","SRR7343683","human","2018","Clinical","Europe"
"1188","SRR7343908","human","2018","Clinical","Europe"
"1189","SRR7348467","animal-swine-market swine","2018","Environmental/Others","North America"
"1190","SRR7348935","human","2018","Clinical","Europe"
"1191","SRR7349126","human","2018","Clinical","Europe"
"1192","SRR7349133","human","2018","Clinical","Europe"
"1193","SRR7349180","human","2018","Clinical","Europe"
"1194","SRR7349341","human","2018","Clinical","Europe"
"1195","SRR7349365","human","2018","Clinical","Europe"
"1196","SRR7350716","human","2018","Clinical","Europe"
"1197","SRR7350721","human","2018","Clinical","Europe"
"1198","SRR7350874","human","2018","Clinical","Europe"
"1199","SRR7351442","human","2018","Clinical","Europe"
"1200","SRR7351446","human","2018","Clinical","Europe"
"1201","SRR7351529","human","2018","Clinical","Europe"
"1202","SRR7351556","human","2018","Clinical","Europe"
"1203","SRR7353076",NA,"2018","Clinical","North America"
"1204","SRR7358962","human","2018","Clinical","Europe"
"1205","SRR7358963","human","2018","Clinical","Europe"
"1206","SRR7359017","human","2018","Clinical","Europe"
"1207","SRR7359041","human","2018","Clinical","Europe"
"1208","SRR7359073","human","2018","Clinical","Europe"
"1209","SRR7359559","human","2018","Clinical","Europe"
"1210","SRR7359614","human","2018","Clinical","Europe"
"1211","SRR7367581","human","2018","Clinical","Europe"
"1212","SRR7368908","human","2018","Clinical","Europe"
"1213","SRR7369057","human","2018","Clinical","Europe"
"1214","SRR7402033","human","2018","Clinical","Europe"
"1215","SRR7402040","human","2018","Clinical","Europe"
"1216","SRR7402086","human","2018","Clinical","Europe"
"1217","SRR7402344","human","2018","Clinical","Europe"
"1218","SRR7402366","human","2018","Clinical","Europe"
"1219","SRR7408331","human","2018","Clinical","Europe"
"1220","SRR7408348","human","2018","Clinical","Europe"
"1221","SRR7408395","human","2018","Clinical","Europe"
"1222","SRR7408397","human","2018","Clinical","Europe"
"1223","SRR7408398","human","2018","Clinical","Europe"
"1224","SRR7410306","human","2018","Clinical","Europe"
"1225","SRR7410343","human","2018","Clinical","Europe"
"1226","SRR7413623","human","2018","Clinical","Europe"
"1227","SRR7413791",NA,"2018","Clinical","North America"
"1228","SRR7414473","human","2018","Clinical","Europe"
"1229","SRR7414667","human","2018","Clinical","Europe"
"1230","SRR7414787","human","2018","Clinical","Europe"
"1231","SRR7414881","human","2018","Clinical","Europe"
"1232","SRR7414985","human","2018","Clinical","Europe"
"1233","SRR7415055","human","2018","Clinical","Europe"
"1234","SRR7415068","human","2018","Clinical","Europe"
"1235","SRR7416089","human","2018","Clinical","Europe"
"1236","SRR7416124","human","2018","Clinical","Europe"
"1237","SRR7416150","human","2018","Clinical","Europe"
"1238","SRR7416304","human","2018","Clinical","Europe"
"1239","SRR7416305","human","2018","Clinical","Europe"
"1240","SRR7416352","human","2018","Clinical","Europe"
"1241","SRR7416383","human","2018","Clinical","Europe"
"1242","SRR7417209","human","2018","Clinical","Europe"
"1243","SRR7426528","human","2018","Clinical","Europe"
"1244","SRR7426892","human","2018","Clinical","Europe"
"1245","SRR7426959","human","2018","Clinical","Europe"
"1246","SRR7426992","human","2018","Clinical","Europe"
"1247","SRR7427035","human","2018","Clinical","Europe"
"1248","SRR7427047","human","2018","Clinical","Europe"
"1249","SRR7427064","human","2018","Clinical","Europe"
"1250","SRR7439320","human","2018","Clinical","Europe"
"1251","SRR7439365","human","2018","Clinical","Europe"
"1252","SRR7439452","human","2018","Clinical","Europe"
"1253","SRR7441946",NA,"2018","Clinical","North America"
"1254","SRR7443936","human","2018","Clinical","Europe"
"1255","SRR7444159","human","2018","Clinical","Europe"
"1256","SRR7444270","human","2018","Clinical","Europe"
"1257","SRR7450991","human","2018","Clinical","Europe"
"1258","SRR7456919","human","2018","Clinical","Europe"
"1259","SRR7456924","human","2018","Clinical","Europe"
"1260","SRR7456926","human","2018","Clinical","Europe"
"1261","SRR7456940","human","2018","Clinical","Europe"
"1262","SRR7457119","human","2018","Clinical","Europe"
"1263","SRR7457120","human","2018","Clinical","Europe"
"1264","SRR7457122","human","2018","Clinical","Europe"
"1265","SRR7457136","human","2018","Clinical","Europe"
"1266","SRR7457871","human","2018","Clinical","Europe"
"1267","SRR7457884","human","2018","Clinical","Europe"
"1268","SRR7457947","human","2018","Clinical","Europe"
"1269","SRR7458005","human","2018","Clinical","Europe"
"1270","SRR7458143","human","2018","Clinical","Europe"
"1271","SRR7458156","human","2018","Clinical","Europe"
"1272","SRR7458542","human","2018","Clinical","Europe"
"1273","SRR7458599","human","2018","Clinical","Europe"
"1274","SRR7458621","human","2018","Clinical","Europe"
"1275","SRR7458665","human","2018","Clinical","Europe"
"1276","SRR7458674","human","2018","Clinical","Europe"
"1277","SRR7458793","human","2018","Clinical","Europe"
"1278","SRR7458810","human","2018","Clinical","Europe"
"1279","SRR7465080","human","2018","Clinical","Europe"
"1280","SRR7465093","human","2018","Clinical","Europe"
"1281","SRR7468864","human","2018","Clinical","Europe"
"1282","SRR7468955","human","2018","Clinical","Europe"
"1283","SRR7469059","human","2018","Clinical","Europe"
"1284","SRR7471098","human","2018","Clinical","Europe"
"1285","SRR7474867","human","2018","Clinical","Europe"
"1286","SRR7474875","human","2018","Clinical","Europe"
"1287","SRR7475325","human","2018","Clinical","Europe"
"1288","SRR7475333","human","2018","Clinical","Europe"
"1289","SRR7475426","human","2018","Clinical","Europe"
"1290","SRR7475485","human","2018","Clinical","Europe"
"1291","SRR7475499","human","2018","Clinical","Europe"
"1292","SRR7480451","human","2018","Clinical","Europe"
"1293","SRR7480629","human","2018","Clinical","Europe"
"1294","SRR7495465","human","2018","Clinical","Europe"
"1295","SRR7495496","human","2018","Clinical","Europe"
"1296","SRR7495550","human","2018","Clinical","Europe"
"1297","SRR7495559","human","2018","Clinical","Europe"
"1298","SRR7495592","human","2018","Clinical","Europe"
"1299","SRR7495595","human","2018","Clinical","Europe"
"1300","SRR7495676","human","2018","Clinical","Europe"
"1301","SRR7495680","human","2018","Clinical","Europe"
"1302","SRR7495719","human","2018","Clinical","Europe"
"1303","SRR7495734","human","2018","Clinical","Europe"
"1304","SRR7495749","human","2018","Clinical","Europe"
"1305","SRR7501125","food","2018","Environmental/Others","Europe"
"1306","SRR7501149","food","2018","Environmental/Others","Europe"
"1307","SRR7501643","food","2018","Environmental/Others","Europe"
"1308","SRR7501721","food","2018","Environmental/Others","Europe"
"1309","SRR7504350","stool","2018","Clinical","Asia"
"1310","SRR7504351","stool","2018","Clinical","Asia"
"1311","SRR7504358","beef","2018","Environmental/Others","Asia"
"1312","SRR7504617",NA,"2018","Clinical","North America"
"1313","SRR7506447","human","2018","Clinical","Europe"
"1314","SRR7506741","human","2018","Clinical","Europe"
"1315","SRR7506800","food","2018","Environmental/Others","Europe"
"1316","SRR7506826","food","2018","Environmental/Others","Europe"
"1317","SRR7511914","food","2018","Environmental/Others","Europe"
"1318","SRR7516495","human","2018","Clinical","Europe"
"1319","SRR7516542","human","2018","Clinical","Europe"
"1320","SRR7516660","food","2018","Environmental/Others","Europe"
"1321","SRR7516709","human","2018","Clinical","Europe"
"1322","SRR7518604",NA,"2018","Clinical","North America"
"1323","SRR7522916","human","2018","Clinical","Europe"
"1324","SRR7522949","human","2018","Clinical","Europe"
"1325","SRR7523049","human","2018","Clinical","Europe"
"1326","SRR7523083","human","2018","Clinical","Europe"
"1327","SRR7523093","human","2018","Clinical","Europe"
"1328","SRR7523696","human","2018","Clinical","Europe"
"1329","SRR7523727","human","2018","Clinical","Europe"
"1330","SRR7523768","human","2018","Clinical","Europe"
"1331","SRR7523839","human","2018","Clinical","Europe"
"1332","SRR7527882","animal-swine-sow","2018","Environmental/Others","North America"
"1333","SRR7527857","food","2018","Environmental/Others","Europe"
"1334","SRR7528058","human","2018","Clinical","Europe"
"1335","SRR7528128","human","2018","Clinical","Europe"
"1336","SRR7533286","human","2018","Clinical","Europe"
"1337","SRR7533293","human","2018","Clinical","Europe"
"1338","SRR7533335","human","2018","Clinical","Europe"
"1339","SRR7533343","human","2018","Clinical","Europe"
"1340","SRR7533352","human","2018","Clinical","Europe"
"1341","SRR7533391","human","2018","Clinical","Europe"
"1342","SRR7533397","human","2018","Clinical","Europe"
"1343","SRR7533519","human","2018","Clinical","Europe"
"1344","SRR7538777","human","2018","Clinical","Europe"
"1345","SRR7588286",NA,"2018","Clinical","North America"
"1346","SRR7601525",NA,"2018","Clinical","North America"
"1347","SRR7608255",NA,"2018","Clinical","North America"
"1348","SRR7615148","Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork","2018","Environmental/Others","North America"
"1349","SRR7620452",NA,"2018","Clinical","North America"
"1350","SRR7627727",NA,"2018","Clinical","North America"
"1351","SRR7628923","porcine tissue pool","2018","Environmental/Others","North America"
"1352","SRR7629042","porcine liver","2018","Environmental/Others","North America"
"1353","SRR7657499","Product-Raw-Intact-Pork","2018","Environmental/Others","North America"
"1354","SRR7664569",NA,"2018","Clinical","North America"
"1355","SRR7691842",NA,"2018","Clinical","North America"
"1356","SRR7739636",NA,"2018","Clinical","North America"
"1357","SRR7767351",NA,"2018","Clinical","North America"
"1358","SRR7769393",NA,"2018","Clinical","North America"
"1359","SRR7783965",NA,"2018","Clinical","North America"
"1360","SRR7784871","Product-Raw-Intact-Pork","2018","Environmental/Others","North America"
"1361","SRR7786100","animal-cattle-beef cow","2018","Environmental/Others","North America"
"1362","SRR7789781",NA,"2018","Clinical","North America"
"1363","SRR7789857",NA,"2018","Clinical","North America"
"1364","SRR7789916",NA,"2018","Clinical","North America"
"1365","SRR7813236",NA,"2018","Clinical","North America"
"1366","SRR7828228","human","2018","Clinical","Europe"
"1367","SRR7828272","human","2018","Clinical","Europe"
"1368","SRR7828307","human","2018","Clinical","Europe"
"1369","SRR7828447","human","2018","Clinical","Europe"
"1370","SRR7830517",NA,"2018","Clinical","North America"
"1371","SRR7841467","human","2018","Clinical","Europe"
"1372","SRR7841469","human","2018","Clinical","Europe"
