FILE,SCHEME,ST,aroC,dnaN,hemD,hisD,purE,sucA,thrA
ERR2177188,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187913,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187914,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187916,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187917,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187918,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187919,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2187920,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202503,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202506,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202533,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202537,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR2202552,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202554,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202561,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202563,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2202567,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2204213,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2204217,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208689,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208696,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208701,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208702,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208703,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208706,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208709,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208710,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208711,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208716,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208718,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208720,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208722,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208726,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208727,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208743,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208749,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208752,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208759,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208764,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208766,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208771,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208773,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208776,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208779,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208785,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208786,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208792,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208794,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208813,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208820,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208824,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208828,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208830,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208831,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2208832,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209500,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209502,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209551,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209553,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209569,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209582,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209585,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2209596,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210509,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210557,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210624,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210625,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210626,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210627,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210634,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210655,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210657,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210662,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210664,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210669,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210680,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2210702,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2223953,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2224040,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235594,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235596,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235599,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235621,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235625,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235629,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235639,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235641,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235651,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235669,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235678,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235680,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235682,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235683,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235686,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235687,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235691,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235695,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235697,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235698,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235699,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235703,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235706,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2235708,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2541841,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2541851,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2541852,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2541854,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2693588,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2693727,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2693881,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR2693889,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR2693904,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR2693921,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR2693954,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2693957,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2710875,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2710923,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2729014,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2729096,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2729103,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2729124,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2729157,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2759903,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR277231,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2854156,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR2889200,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3040407,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR304823,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3060826,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3060843,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3060855,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3060906,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3060978,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3397766,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580756,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580763,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580786,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580828,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580913,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3580955,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581071,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581082,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581090,senterica_achtman_2,7290,10,1010,12,9,5,9,2
ERR3581104,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581160,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581190,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581245,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581325,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581331,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581337,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581363,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581448,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581452,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581468,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581478,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581511,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581521,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581554,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581561,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581578,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581580,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581586,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581700,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581701,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581714,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581739,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581742,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581755,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581757,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581817,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581821,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581854,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581871,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581875,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581882,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581901,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3581944,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635477,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635492,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635506,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635508,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635513,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3635998,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3636294,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3637035,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3843703,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3864647,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3864789,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR3901228,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901232,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901351,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901779,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901836,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901861,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901890,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3901898,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902019,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902022,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902061,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902461,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902481,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR3902502,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902506,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR3902510,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR3902533,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4229417,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4338879,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4399091,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4399644,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4400225,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4401015,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4401503,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4401545,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4401945,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4413494,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4775358,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4775360,senterica_achtman_2,4081,10,658,12,9,5,9,2
ERR4775362,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4775371,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4832891,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4832894,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR4832927,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR6753103,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR6806540,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR7197680,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR7197681,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR7197683,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR7197703,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR769313,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR769322,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR769329,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR769344,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9079433,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9079600,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9287936,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9287946,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9287951,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9288070,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9288071,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9288191,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9629983,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9630087,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9671871,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9717482,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9723866,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9783113,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9799435,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9820416,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9820428,senterica_achtman_2,34,10,19,12,9,5,9,2
ERR9821367,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10003371,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10003414,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10003420,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10011449,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10015231,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10018520,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10018575,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10018936,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10024627,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10031603,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10035034,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10069012,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10071622,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10075998,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10084937,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10088411,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10095838,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10096429,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10102823,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10133396,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10133404,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10139523,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10139531,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10139571,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10152528,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10152552,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10156129,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10189368,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10198892,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10198933,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10198949,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10215885,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10228824,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10228850,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10228896,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10229759,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10231974,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10231975,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10232074,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10232117,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10254180,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10254231,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10257868,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10267570,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10270606,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10276196,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10277924,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10298124,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10309621,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10310262,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10310263,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10310265,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10310274,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10313697,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10325485,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10325539,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10326318,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10337396,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10337401,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10341112,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10343585,senterica_achtman_2,-,-,-,-,-,-,-,-
SRR10350938,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10360076,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10360793,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10360801,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10382553,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10383467,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10393112,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10412139,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10420549,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10427918,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10441198,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10490238,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10513217,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10513404,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10519607,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10569411,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10579127,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10580040,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10664061,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10674773,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10693172,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10695845,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10752091,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10841775,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10843958,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10850356,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10868165,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10871105,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10871123,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10871237,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10880495,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10881904,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10881911,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10881932,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10881936,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10885573,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10894574,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10904838,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10907128,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10907166,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10910709,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10956819,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10960975,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10965868,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10967482,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10971748,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10981271,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10981272,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR10985060,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11015387,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11016625,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11020413,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11020422,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11025623,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11032577,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11035103,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11048388,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11053208,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11058532,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11079898,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11085330,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11100764,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11100767,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11100771,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11100787,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11105486,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11113053,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11113064,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11113073,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11114746,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11122669,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11142732,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11181424,senterica_achtman_2,7832,10,19,12,1513,5,9,2
SRR11190747,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11190750,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11210194,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11216227,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11217027,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11231045,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11232069,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11232195,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11232294,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11232332,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11292592,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11362213,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11363467,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11363590,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11363600,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11364977,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11410103,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11410158,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11410175,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11410459,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11416312,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11425863,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11582134,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11600315,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11607150,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11657207,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11676253,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11676257,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11741534,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11772731,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11780791,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11791575,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11827210,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11827216,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11827240,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11827251,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11829985,senterica_achtman_2,34,10,19,12,9,5,9,2
SRR11858916,senterica_achtman_2,34,10,19,12,9,5,9,2
