#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica	PNUSAS004291	"PNUSAS004291","SRS1738705"	4,[5],12:i:-	PDT000151902.2	2016-10-11T21:19:12Z	USA	stool	clinical	0	7	SAMN05859594	GCA_010499095.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004294	"PNUSAS004294","SRS1738708"	4,[5],12:i:-	PDT000151905.2	2016-10-11T21:19:12Z	USA	stool	clinical	1	8	SAMN05859597	GCA_010759735.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004244	"PNUSAS004244","SRS1738711"	4,12:i:-	PDT000151908.2	2016-10-11T21:19:12Z	USA	stool	clinical	0	7	SAMN05851341	GCA_010993495.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004250	"PNUSAS004250","SRS1738717"	4,[5],12:i:-	PDT000151914.2	2016-10-11T21:19:13Z	USA	stool	clinical	8	8	SAMN05851345	GCA_010372965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004584	"PNUSAS004584","SRS1742353"		PDT000152171.2	2016-10-12T20:23:20Z	USA		clinical	0	4	SAMN05893060	GCA_006912815.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004585	"PNUSAS004585","SRS1742354"		PDT000152172.2	2016-10-12T20:23:20Z	USA		clinical	0	4	SAMN05893061	GCA_006952965.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004586	"PNUSAS004586","SRS1742355"		PDT000152173.2	2016-10-12T20:23:20Z	USA		clinical	0	4	SAMN05893062	GCA_006099835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004587	"PNUSAS004587","SRS1742356"		PDT000152174.2	2016-10-12T20:23:20Z	USA		clinical	3	4	SAMN05893063	GCA_006929575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004588	"PNUSAS004588","SRS1742357"		PDT000152175.2	2016-10-12T20:23:20Z	USA		clinical	0	4	SAMN05893064	GCA_006034135.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004275	"PNUSAS004275","SRS1742369"	Hartford	PDT000152187.2	2016-10-12T20:23:21Z	USA	wound/blood	clinical	6	6	SAMN05860970	GCA_015886085.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607833	"FSIS1607833","SRS1742692"	4,[5],12:i:-	PDT000152279.2	2016-10-12T23:20:16Z	USA:TX	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	5	4	SAMN05900910	GCA_010759475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004592	"PNUSAS004592","SRS1744396"	4,[5],12:i:-	PDT000152353.2	2016-10-13T19:17:39Z	USA	stool	clinical	0	0	SAMN05893079	GCA_010674345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004319	"PNUSAS004319","SRS1744296"	4,[5],12:i:-	PDT000152363.2	2016-10-13T19:17:39Z	USA	stool	clinical	7	2	SAMN05893066	GCA_010759895.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004320	"PNUSAS004320","SRS1744297"	4,[5],12:i:-	PDT000152364.2	2016-10-13T19:17:39Z	USA	stool	clinical	0	0	SAMN05893067	GCA_011397475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004457	"PNUSAS004457","SRS1744310"	4,[5],12:i:-	PDT000152366.2	2016-10-13T19:17:40Z	USA	stool	clinical	0	9	SAMN05879150	GCA_010440615.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004477	"PNUSAS004477","SRS1744334"	4,[5],12:i:-	PDT000152371.2	2016-10-13T19:17:40Z	USA	stool	clinical	0	0	SAMN05893075	GCA_011111875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004459	"PNUSAS004459","SRS1744333"	4,[5],12:i:-	PDT000152372.2	2016-10-13T19:17:40Z	USA	stool	clinical	1	8	SAMN05879152	GCA_010468765.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004478	"PNUSAS004478","SRS1744369"	4,[5],12:i:-	PDT000152376.2	2016-10-13T19:17:40Z	USA	stool	clinical	1	1	SAMN05893074	GCA_010760355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003808	"PNUSAS003808","SRS1746266"	4,[5],12:i:-	PDT000152681.2	2016-10-14T18:19:32Z	USA	stool	clinical	13	14	SAMN05869279	GCA_011105695.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004581	"PNUSAS004581","SRS1750541"	4,12:i:-	PDT000152899.2	2016-10-18T18:19:33Z	USA	stool	clinical	2	9	SAMN05896248	GCA_011109225.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004400	"PNUSAS004400","SRS1751901"	4,[5],12:i:-	PDT000153041.2	2016-10-19T18:18:34Z	USA	stool	clinical	3	9	SAMN05914437	GCA_010734355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004349	"PNUSAS004349","SRS1751933"	4,[5],12:i:-	PDT000153055.2	2016-10-19T18:18:34Z	USA	stool	clinical	16	17	SAMN05913882	GCA_010670825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1504115	"FSIS1504115","SRS1753187"	4,[5],12:i:-	PDT000153116.2	2016-10-20T02:18:37Z	USA:MI	animal-cattle-steer	environmental/other	0	0	SAMN05928237	GCA_010689825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1504116	"FSIS1504116","SRS1753189"	4,[5],12:i:-	PDT000153118.2	2016-10-20T02:18:37Z	USA:MI	animal-cattle-steer	environmental/other	0	0	SAMN05928238	GCA_010508435.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607909	"FSIS1607909","SRS1753190"	4,[5],12:i:-	PDT000153119.2	2016-10-20T02:18:37Z	USA:CA	raw intact chicken	environmental/other	1	0	SAMN05928242	GCA_010760115.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607910	"FSIS1607910","SRS1753191"	4,[5],12:i:-	PDT000153120.2	2016-10-20T02:18:37Z	USA:CA	comminuted chicken	environmental/other	4	1	SAMN05928243	GCA_011413715.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607911	"FSIS1607911","SRS1753193"	4,[5],12:i:-	PDT000153122.2	2016-10-20T02:18:37Z	USA:CA	raw intact chicken	environmental/other	3	4	SAMN05928244	GCA_010760495.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607912	"FSIS1607912","SRS1753215"	4,[5],12:i:-	PDT000153142.2	2016-10-20T03:16:56Z	USA:AL	raw intact chicken	environmental/other	2	2	SAMN05928248	GCA_010677605.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004676	"PNUSAS004676","SRS1753723"	4,[5],12:i:-	PDT000153192.2	2016-10-20T15:17:54Z	USA	Rectal Swab	clinical	4	25	SAMN05919890	GCA_010394625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004662	"PNUSAS004662","SRS1753732"	4,[5],12:i:-	PDT000153201.2	2016-10-20T15:17:54Z	USA	stool	clinical	3	4	SAMN05908956	GCA_010394705.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004660	"PNUSAS004660","SRS1757540"	4,[5],12:i:-	PDT000153380.2	2016-10-24T20:19:37Z	USA	stool	clinical	4	5	SAMN05908954	GCA_010737255.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004591	"PNUSAS004591","SRS1757542"		PDT000153382.2	2016-10-24T20:19:37Z	USA		clinical	3	7	SAMN05894725	GCA_006953125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004661	"PNUSAS004661","SRS1757545"	4,[5],12:i:-	PDT000153385.2	2016-10-24T20:19:37Z	USA	stool	clinical	5	6	SAMN05908955	GCA_010690225.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004659	"PNUSAS004659","SRS1757546"	4,[5],12:i:-	PDT000153386.2	2016-10-24T20:19:37Z	USA		clinical	2	3	SAMN05908953	GCA_011111755.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	ADRDL-R214	"ADRDL-R214","CFSAN055602","R214","SRS1759120"		PDT000154013.2	2016-10-25T16:21:56Z	USA:SD	ground pork	environmental/other	4	6	SAMN05781483	GCA_005974905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004828	"PNUSAS004828","SRS1759365"	4,[5],12:i:-	PDT000154034.2	2016-10-25T18:20:21Z	USA	stool	clinical	6	5	SAMN05936397	GCA_011106075.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003939	"PNUSAS003939","SRS1759373"	4,[5],12:i:-	PDT000154041.2	2016-10-25T18:20:22Z	USA	stool	clinical	0	1	SAMN05930752	GCA_010397325.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004211	"PNUSAS004211","SRS1759375"	4,[5],12:i:-	PDT000154042.2	2016-10-25T18:20:22Z	USA	stool	clinical	1	1	SAMN05930756	GCA_010000455.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004212	"PNUSAS004212","SRS1759376"	4,[5],12:i:-	PDT000154043.2	2016-10-25T18:20:22Z	USA	stool	clinical	8	18	SAMN05930757	GCA_010544125.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004213	"PNUSAS004213","SRS1759377"	4,[5],12:i:-	PDT000154044.2	2016-10-25T18:20:22Z	USA	stool	clinical	0	1	SAMN05930758	GCA_010760435.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004158	"PNUSAS004158","SRS1759378"	4,[5],12:i:-	PDT000154045.2	2016-10-25T18:20:22Z	USA	urine	clinical	1	2	SAMN05930753	GCA_010543345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004214	"PNUSAS004214","SRS1759379"	4,[5],12:i:-	PDT000154046.2	2016-10-25T18:20:22Z	USA	stool	clinical	7	10	SAMN05930759	GCA_011113375.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004016	"PNUSAS004016","SRS1759380"	4,[5],12:i:-	PDT000154047.2	2016-10-25T18:20:22Z	USA	stool	clinical	4	5	SAMN05930760	GCA_010760475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003983	"PNUSAS003983","SRS1759382"	4,[5],12:i:-	PDT000154049.2	2016-10-25T18:20:22Z	USA	stool	clinical	0	3	SAMN05930748	GCA_011107355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003984	"PNUSAS003984","SRS1759385"	4,[5],12:i:-	PDT000154050.2	2016-10-25T18:20:22Z	USA	stool	clinical	0	3	SAMN05930749	GCA_010740565.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003985	"PNUSAS003985","SRS1759383"	4,[5],12:i:-	PDT000154051.2	2016-10-25T18:20:22Z	USA	stool	clinical	0	3	SAMN05930750	GCA_010426825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003986	"PNUSAS003986","SRS1759384"	4,[5],12:i:-	PDT000154052.2	2016-10-25T18:20:22Z	USA	stool	clinical	2	2	SAMN05930751	GCA_010670485.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003981	"PNUSAS003981","SRS1759335"	Typhimurium	PDT000154084.2	2016-10-25T18:20:23Z	USA	stool	clinical	5	6	SAMN05905711	GCA_008987585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003980	"PNUSAS003980","SRS1759337"	4,[5],12:i:-	PDT000154086.2	2016-10-25T18:20:23Z	USA	stool	clinical	0	1	SAMN05905710	GCA_010507895.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003982	"PNUSAS003982","SRS1759340"	4,[5],12:i:-	PDT000154088.2	2016-10-25T18:20:23Z	USA	stool	clinical	1	4	SAMN05914650	GCA_010760315.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003619	"PNUSAS003619","SRS1759410"	4,[5],12:i:-	PDT000154094.2	2016-10-25T18:20:23Z	USA	stool	clinical	0	0	SAMN05924271	GCA_010541475.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003620	"PNUSAS003620","SRS1759411"	4,[5],12:i:-	PDT000154095.2	2016-10-25T18:20:23Z	USA	stool	clinical	0	0	SAMN05924272	GCA_011105655.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004017	"PNUSAS004017","SRS1759414"	Typhimurium	PDT000154098.2	2016-10-25T18:20:24Z	USA	intestine	clinical	3	4	SAMN05930761	GCA_008987625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004885	"PNUSAS004885","SRS1762200"		PDT000154415.2	2016-10-27T13:17:14Z	USA		clinical	0	4	SAMN05936856	GCA_005974945.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004888	"PNUSAS004888","SRS1762203"		PDT000154417.2	2016-10-27T13:17:15Z	USA		clinical	3	4	SAMN05936859	GCA_005974925.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004887	"PNUSAS004887","SRS1762204"		PDT000154419.2	2016-10-27T13:17:15Z	USA		clinical	1	5	SAMN05936858	GCA_006036835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004872	"PNUSAS004872","SRS1762212"	4,[5],12:i:-	PDT000154425.2	2016-10-27T13:17:15Z	USA	stool	clinical	0	9	SAMN05933974	GCA_010507875.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004901	"PNUSAS004901","SRS1762225"	4,[5],12:i:-	PDT000154438.2	2016-10-27T13:17:15Z	USA	stool	clinical	3	3	SAMN05936845	GCA_010677625.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004930	"PNUSAS004930","SRS1762231"	4,[5],12:i:-	PDT000154441.2	2016-10-27T13:17:16Z	USA	stool	clinical	3	2	SAMN05936851	GCA_010541775.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	ICOPHAI16546	"CFSAN056135","ICOPHAI16546","SRS1769033"	Typhimurium	PDT000154691.2	2016-10-31T20:17:53Z	Thailand	swine feces	environmental/other	0	15	SAMN05944944	GCA_016577485.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	ICOPHAI16519	"CFSAN056137","ICOPHAI16519","SRS1769036"	Typhimurium	PDT000154693.2	2016-10-31T20:17:54Z	Thailand	swine feces	environmental/other	1	12	SAMN05944942	GCA_008988165.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004726	"PNUSAS004726","SRS1777923"	Typhimurium	PDT000156248.2	2016-11-04T21:20:10Z	USA	stool	clinical	1	4	SAMN05952604	GCA_008988325.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	PNUSAS004919	"PNUSAS004919","SRS1777924"		PDT000156249.2	2016-11-04T21:20:10Z	USA		clinical	0	0	SAMN05952619	GCA_006937515.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004921	"PNUSAS004921","SRS1777927"		PDT000156252.2	2016-11-04T21:20:11Z	USA		clinical	1	1	SAMN05952621	GCA_006915195.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004920	"PNUSAS004920","SRS1777930"		PDT000156255.2	2016-11-04T21:20:11Z	USA		clinical	0	0	SAMN05952620	GCA_006037545.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004922	"PNUSAS004922","SRS1777932"		PDT000156256.2	2016-11-04T21:20:11Z	USA		clinical	1	1	SAMN05952622	GCA_006037295.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004854	"PNUSAS004854","SRS1777937"	4,[5],12:i:-	PDT000156262.2	2016-11-04T21:20:12Z	USA	stool	clinical	10	9	SAMN05957686	GCA_010689885.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004853	"PNUSAS004853","SRS1777941"	4,[5],12:i:-	PDT000156266.2	2016-11-04T21:20:13Z	USA	stool	clinical	8	16	SAMN05957685	GCA_010394045.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004923	"PNUSAS004923","SRS1777943"		PDT000156268.2	2016-11-04T21:20:13Z	USA		clinical	2	2	SAMN05957718	GCA_005975625.1	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	PNUSAS004890	"PNUSAS004890","SRS1777952"	4,[5],12:i:-	PDT000156275.2	2016-11-04T21:20:14Z	USA	stool	clinical	0	4	SAMN05957697	GCA_010755505.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004891	"PNUSAS004891","SRS1777950"	4,[5],12:i:-	PDT000156276.2	2016-11-04T21:20:15Z	USA	stool	clinical	1	5	SAMN05957696	GCA_010755355.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1608201	"FSIS1608201","SRS1777988"	4,[5],12:i:-	PDT000156289.2	2016-11-04T21:20:17Z	USA:CA	Comminuted Turkey	environmental/other	3	3	SAMN05968670	GCA_011110055.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1608208	"FSIS1608208","SRS1777990"	4,[5],12:i:-	PDT000156291.2	2016-11-04T21:20:17Z	USA:CA	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	3	2	SAMN05968677	GCA_010755415.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004000	"PNUSAS004000","SRS1778272"	Typhimurium	PDT000156299.2	2016-11-04T21:20:19Z	USA	stool	clinical	0	3	SAMN05950845	GCA_008989525.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004939	"PNUSAS004939","SRS1778282"	4,[5],12:i:-	PDT000156306.2	2016-11-04T21:20:20Z	USA	stool	clinical	0	0	SAMN05952602	GCA_010516535.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004005	"PNUSAS004005","SRS1778287"	Typhimurium	PDT000156311.2	2016-11-04T21:20:21Z	USA	stool	clinical	0	17	SAMN05950851	GCA_008989605.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003997	"PNUSAS003997","SRS1778299"	Typhimurium	PDT000156322.2	2016-11-04T21:20:22Z	USA	stool	clinical	0	0	SAMN05950840	GCA_008989645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004006	"PNUSAS004006","SRS1778302"	4,[5],12:i:-	PDT000156326.2	2016-11-04T21:20:23Z	USA	stool	clinical	0	3	SAMN05950842	GCA_011422645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004892	"PNUSAS004892","SRS1778303"	Typhimurium	PDT000156329.2	2016-11-04T21:20:24Z	USA	blood	clinical	2	2	SAMN05950978	GCA_008989785.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004401	"PNUSAS004401","SRS1778372"	4,[5],12:i:-	PDT000156332.2	2016-11-04T21:20:24Z	USA	stool	clinical	2	8	SAMN05935599	GCA_010677785.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004002	"PNUSAS004002","SRS1778211"	4,[5],12:i:-	PDT000156361.2	2016-11-04T21:20:29Z	USA	stool	clinical	3	4	SAMN05950848	GCA_010677465.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004403	"PNUSAS004403","SRS1778215"	4,[5],12:i:-	PDT000156366.2	2016-11-04T21:20:30Z	USA	stool	clinical	0	8	SAMN05954730	GCA_010503835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003936	"PNUSAS003936","SRS1778217"	4,[5],12:i:-	PDT000156367.2	2016-11-04T21:20:30Z	USA	blood	clinical	9	9	SAMN05950853	GCA_010551545.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003937	"PNUSAS003937","SRS1778220"	4,[5],12:i:-	PDT000156369.2	2016-11-04T21:20:30Z	USA	stool	clinical	1	2	SAMN05956412	GCA_011002345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004745	"PNUSAS004745","SRS1778219"		PDT000156370.2	2016-11-04T21:20:30Z	USA	stool	clinical	7	7	SAMN05956751	GCA_010549685.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003998	"PNUSAS003998","SRS1778225"	Typhimurium	PDT000156375.2	2016-11-04T21:20:31Z	USA	urine	clinical	2	12	SAMN05950841	GCA_008989185.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004402	"PNUSAS004402","SRS1778227"	4,[5],12:i:-	PDT000156377.2	2016-11-04T21:20:31Z	USA	stool	clinical	1	6	SAMN05935600	GCA_010677825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003994	"PNUSAS003994","SRS1778228"	Typhimurium	PDT000156378.2	2016-11-04T21:20:32Z	USA	stool	clinical	9	13	SAMN05936245	GCA_008990065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004007	"PNUSAS004007","SRS1778231"	Typhimurium	PDT000156381.2	2016-11-04T21:20:32Z	USA	stool	clinical	0	3	SAMN05950844	GCA_008990085.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003935	"PNUSAS003935","SRS1778232"		PDT000156382.2	2016-11-04T21:20:32Z	USA	stool	clinical	3	3	SAMN05950852	GCA_010393845.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004003	"PNUSAS004003","SRS1778234"	Typhimurium	PDT000156384.2	2016-11-04T21:20:33Z	USA	stool	clinical	1	4	SAMN05950849	GCA_008990105.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS004001	"PNUSAS004001","SRS1778235"	Typhimurium	PDT000156385.2	2016-11-04T21:20:33Z	USA	stool	clinical	3	3	SAMN05950847	GCA_008990155.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003989	"PNUSAS003989","SRS1778246"	4,[5],12:i:-	PDT000156396.2	2016-11-04T21:20:34Z	USA	stool	clinical	0	0	SAMN05950839	GCA_010759775.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004928	"PNUSAS004928","SRS1778248"	4,[5],12:i:-	PDT000156398.2	2016-11-04T21:20:35Z	USA	stool	clinical	2	2	SAMN05952603	GCA_010677345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004004	"PNUSAS004004","SRS1778266"	Typhimurium	PDT000156400.2	2016-11-04T21:20:35Z	USA	stool	clinical	0	17	SAMN05950850	GCA_008990645.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS003999	"PNUSAS003999","SRS1778267"	Typhimurium	PDT000156401.2	2016-11-04T21:20:35Z	USA	stool	clinical	0	3	SAMN05950843	GCA_008990665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004008	"PNUSAS004008","SRS1778270"	4,[5],12:i:-	PDT000156404.2	2016-11-04T21:20:36Z	USA		clinical	1	5	SAMN05950846	GCA_011430015.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607779	"FSIS1607779","SRS1778208"	4,[5],12:i:-	PDT000156407.2	2016-11-04T21:20:36Z	USA:WI	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	8	1	SAMN05965121		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1607790	"FSIS1607790","SRS1778179"	4,[5],12:i:-	PDT000156412.2	2016-11-04T21:20:37Z	USA:PA	animal-swine-market swine	environmental/other	2	3	SAMN05964742	GCA_010760065.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1608032	"FSIS1608032","SRS1780588"	4,[5],12:i:-	PDT000156461.2	2016-11-04T23:19:02Z	USA:NE	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	9	9	SAMN05977910	GCA_010760755.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004967	"PNUSAS004967","SRS1781449"		PDT000156482.2	2016-11-04T23:19:05Z	USA		clinical	0	2	SAMN05957710	GCA_006037675.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1608083	"FSIS1608083","SRS1781774"	4,[5],12:i:-	PDT000156502.2	2016-11-05T00:18:46Z	USA:WI	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	9	9	SAMN05980076	GCA_010569205.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004973	"PNUSAS004973","SRS1781450"		PDT000156685.2	2016-11-05T00:19:15Z	USA		clinical	0	2	SAMN05957715	GCA_005975825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS004972	"PNUSAS004972","SRS1781451"		PDT000156686.2	2016-11-05T00:19:15Z	USA		clinical	0	2	SAMN05957716	GCA_006915455.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS1608082	"FSIS1608082","SRS1781625"	4,[5],12:i:-	PDT000156696.2	2016-11-05T00:19:17Z	USA:TX	comminuted beef	environmental/other	3	8	SAMN05980075	GCA_011422165.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
