cgmlst_ST,cgmlst_distance,cgmlst_found_loci,cgmlst_genome_match,cgmlst_matching_alleles,cgmlst_subspecies,fasta_filepath,genome,h1,h2,o_antigen,qc_messages,qc_status,serogroup,serovar,serovar_antigen,serovar_cgmlst
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2023583,ERR2023583,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2023585,ERR2023585,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2023587,ERR2023587,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2023588,ERR2023588,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2023589,ERR2023589,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
391749887.00,0.036363636363636376,330,SRR1965802,318,enterica,ERR2030249,ERR2030249,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2527789076.00,0.036363636363636376,330,SRR1645608,318,enterica,ERR2043662,ERR2043662,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2114796,ERR2114796,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3236961341.00,0.027272727272727226,330,ERR161979,321,enterica,ERR2114800,ERR2114800,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3329959192.00,0.027272727272727226,330,SRR3284831,321,enterica,ERR2115656,ERR2115656,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2116068,ERR2116068,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2136501,ERR2136501,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2136502,ERR2136502,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
876129829.00,0.027272727272727226,330,SRR3533162,321,enterica,ERR2136504,ERR2136504,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2136509,ERR2136509,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2136510,ERR2136510,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1460899935.00,0.024242424242424288,330,SRR3322997,322,enterica,ERR2136515,ERR2136515,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3391771208.00,0.033333333333333326,330,SRR1635111,319,enterica,ERR2136520,ERR2136520,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.027272727272727226,329,SRR3285242,321,enterica,ERR2136528,ERR2136528,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
932055115.00,0.030303030303030276,330,SRR4124052,320,enterica,ERR2145453,ERR2145453,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3329959192.00,0.027272727272727226,330,SRR3284831,321,enterica,ERR2173652,ERR2173652,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2173663,ERR2173663,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2173686,ERR2173686,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2173688,ERR2173688,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2173689,ERR2173689,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
840321471.00,0.030303030303030276,330,ERR161427,320,enterica,ERR2177184,ERR2177184,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.030303030303030276,329,SRR1645608,320,enterica,ERR2187915,ERR2187915,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2187922,ERR2187922,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2193184,ERR2193184,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2538429031.00,0.033333333333333326,330,SRR1966667,319,enterica,ERR2193189,ERR2193189,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2193191,ERR2193191,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2193192,ERR2193192,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1380847625.00,0.027272727272727226,330,SRR1965802,321,enterica,ERR2195804,ERR2195804,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202532,ERR2202532,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2383731820.00,0.033333333333333326,330,SRR3285242,319,enterica,ERR2202535,ERR2202535,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202536,ERR2202536,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
769637414.00,0.030303030303030276,330,SRR3322724,320,enterica,ERR2202538,ERR2202538,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2202539,ERR2202539,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.033333333333333326,329,SRR3322122,319,enterica,ERR2202540,ERR2202540,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1059707562.00,0.033333333333333326,330,SRR4098785,319,enterica,ERR2202541,ERR2202541,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202543,ERR2202543,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202545,ERR2202545,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3754047777.00,0.027272727272727226,330,SRR3322959,321,enterica,ERR2202546,ERR2202546,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202550,ERR2202550,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202551,ERR2202551,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2202553,ERR2202553,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202555,ERR2202555,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.033333333333333326,329,SRR1645370,319,enterica,ERR2202556,ERR2202556,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2139992502.00,0.030303030303030276,330,SRR3322666,320,enterica,ERR2202557,ERR2202557,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202558,ERR2202558,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2202562,ERR2202562,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2202564,ERR2202564,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
74505509.00,0.030303030303030276,330,SRR3285055,320,enterica,ERR2202566,ERR2202566,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2202568,ERR2202568,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2204200,ERR2204200,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2204206,ERR2204206,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2208754,ERR2208754,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2208767,ERR2208767,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2337822751.00,0.030303030303030276,330,SRR3284812,320,enterica,ERR2208789,ERR2208789,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2208793,ERR2208793,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2208823,ERR2208823,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2000853957.00,0.027272727272727226,330,SRR1966667,321,enterica,ERR2208826,ERR2208826,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
331451824.00,0.039393939393939426,330,SRR1966667,317,enterica,ERR2208841,ERR2208841,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.027272727272727226,329,SRR3322987,321,enterica,ERR2209495,ERR2209495,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
915095476.00,0.030303030303030276,330,SRR4124052,320,enterica,ERR2209504,ERR2209504,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2209562,ERR2209562,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
876980003.00,0.027272727272727226,330,SRR3322122,321,enterica,ERR2209573,ERR2209573,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
876980003.00,0.027272727272727226,330,SRR3322122,321,enterica,ERR2209577,ERR2209577,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2266319291.00,0.033333333333333326,330,SRR3321732,319,enterica,ERR2209593,ERR2209593,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3258439029.00,0.027272727272727226,330,SRR3533162,321,enterica,ERR2209597,ERR2209597,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210493,ERR2210493,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1119283571.00,0.030303030303030276,330,SRR3284819,320,enterica,ERR2210494,ERR2210494,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2210503,ERR2210503,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2210504,ERR2210504,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1986021449.00,0.027272727272727226,330,SRR3321815,321,enterica,ERR2210506,ERR2210506,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2377303581.00,0.027272727272727226,330,ERR056908,321,enterica,ERR2210511,ERR2210511,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2210513,ERR2210513,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2377303581.00,0.027272727272727226,330,ERR056908,321,enterica,ERR2210516,ERR2210516,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3056500994.00,0.033333333333333326,330,SRR3285055,319,enterica,ERR2210519,ERR2210519,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2210522,ERR2210522,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
190721263.00,0.030303030303030276,330,SRR3321815,320,enterica,ERR2210524,ERR2210524,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.033333333333333326,329,SRR3284812,319,enterica,ERR2210542,ERR2210542,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2377303581.00,0.027272727272727226,330,ERR056908,321,enterica,ERR2210545,ERR2210545,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1159303875.00,0.027272727272727226,330,SRR3321856,321,enterica,ERR2210553,ERR2210553,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,0.036363636363636376,326,ERR769344,318,enterica,ERR2210579,ERR2210579,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=326),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
4109176389.00,0.024242424242424288,330,SRR4098785,322,enterica,ERR2210580,ERR2210580,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210584,ERR2210584,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210585,ERR2210585,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210586,ERR2210586,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2027133436.00,0.033333333333333326,330,SRR3322722,319,enterica,ERR2210587,ERR2210587,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2832943397.00,0.030303030303030276,330,SRR1966667,320,enterica,ERR2210588,ERR2210588,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2027133436.00,0.033333333333333326,330,SRR3322722,319,enterica,ERR2210589,ERR2210589,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210590,ERR2210590,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2027133436.00,0.033333333333333326,330,SRR3322722,319,enterica,ERR2210591,ERR2210591,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1852989321.00,0.033333333333333326,330,SRR3284831,319,enterica,ERR2210592,ERR2210592,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2832943397.00,0.030303030303030276,330,SRR1966667,320,enterica,ERR2210594,ERR2210594,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210595,ERR2210595,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210597,ERR2210597,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210598,ERR2210598,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2832943397.00,0.030303030303030276,330,SRR1966667,320,enterica,ERR2210599,ERR2210599,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1119283571.00,0.030303030303030276,330,SRR3284819,320,enterica,ERR2210600,ERR2210600,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2832943397.00,0.030303030303030276,330,SRR1966667,320,enterica,ERR2210601,ERR2210601,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1119283571.00,0.030303030303030276,330,SRR3284819,320,enterica,ERR2210603,ERR2210603,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210604,ERR2210604,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
1119283571.00,0.030303030303030276,330,SRR3284819,320,enterica,ERR2210605,ERR2210605,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210606,ERR2210606,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2832943397.00,0.030303030303030276,330,SRR1966667,320,enterica,ERR2210608,ERR2210608,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210609,ERR2210609,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3177810899.00,0.027272727272727226,330,SRR3285055,321,enterica,ERR2210611,ERR2210611,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
619044508.00,0.027272727272727226,330,SRR3285454,321,enterica,ERR2210615,ERR2210615,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
3258439029.00,0.027272727272727226,330,SRR3533162,321,enterica,ERR2210618,ERR2210618,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
